customer_id,document_type,document_number,issue_date,expiry_date,verification_status,verified_by,verification_date,uploaded_at,document_expired,uploaded_via,rejection_reason,document_path
594,Voter ID,VID776030703362,2025-07-10,2030-07-10,Verified,65.0,2025-07-26,2025-07-15,0,Branch,,documents/kyc/CUST_594/Voter_ID/594_173436.pdf
991,PAN,EGSUY1074W,2017-06-22,,Verified,33.0,2017-07-16,2017-06-26,0,Branch,,documents/kyc/CUST_991/PAN/991_135937.pdf
902,Voter ID,VID143416679736,2017-05-02,2027-05-02,Pending,,,2017-05-29,0,Mobile App,,documents/kyc/CUST_902/Voter_ID/902_860621.pdf
820,Driving License,DL210176955564,2010-12-11,2020-12-11,Verified,7.0,2010-12-22,2010-12-26,1,Mobile App,,documents/kyc/CUST_820/Driving_License/820_296097.pdf
542,Voter ID,VID344850318885,2015-01-17,2020-01-17,Verified,94.0,2015-02-05,2015-01-27,1,Branch,,documents/kyc/CUST_542/Voter_ID/542_710279.pdf
361,Voter ID,VID535079353140,2010-03-11,2015-03-11,Verified,63.0,2010-04-03,2010-03-19,1,Branch,,documents/kyc/CUST_361/Voter_ID/361_351058.pdf
659,Driving License,DL246991025631,2010-07-15,2015-07-15,Verified,23.0,2010-07-26,2010-08-13,1,Mobile App,,documents/kyc/CUST_659/Driving_License/659_777983.pdf
299,Driving License,DL569029278859,2020-12-31,2040-12-31,Verified,66.0,2021-01-22,2021-01-02,0,Internet Banking,,documents/kyc/CUST_299/Driving_License/299_923124.pdf
317,PAN,PLSYP1411Q,2012-01-04,,Verified,17.0,2012-01-09,2012-01-10,0,Branch,,documents/kyc/CUST_317/PAN/317_370403.pdf
566,PAN,QKNNP3293K,2011-07-07,,Verified,95.0,2011-08-02,2011-08-05,0,Branch,,documents/kyc/CUST_566/PAN/566_867194.pdf
595,Voter ID,VID363261256317,2018-06-04,2023-06-04,Pending,,,2018-06-27,1,Branch,,documents/kyc/CUST_595/Voter_ID/595_525680.pdf
687,Aadhaar,264508746845,2022-09-21,,Verified,1.0,2022-10-06,2022-10-07,0,Mobile App,,documents/kyc/CUST_687/Aadhaar/687_629015.pdf
406,Voter ID,VID445722136043,2016-03-03,2021-03-03,Verified,80.0,2016-03-11,2016-03-09,1,Internet Banking,,documents/kyc/CUST_406/Voter_ID/406_934441.pdf
652,Voter ID,VID829052922267,2018-01-19,2028-01-19,Verified,37.0,2018-02-15,2018-01-30,0,Mobile App,,documents/kyc/CUST_652/Voter_ID/652_235190.pdf
54,Passport,J6349085,2023-04-21,2028-04-21,Verified,31.0,2023-04-28,2023-05-21,0,Mobile App,,documents/kyc/CUST_54/Passport/54_638861.pdf
449,Aadhaar,733373819192,2010-07-07,,Verified,7.0,2010-07-15,2010-07-09,0,Internet Banking,,documents/kyc/CUST_449/Aadhaar/449_573809.pdf
613,Driving License,DL160305648458,2019-06-25,2039-06-25,Rejected,84.0,2019-07-11,2019-07-15,0,Branch,Incorrect document information,documents/kyc/CUST_613/Driving_License/613_431229.pdf
296,PAN,OYAAU9032T,2010-10-16,,Pending,,,2010-11-06,0,Internet Banking,,documents/kyc/CUST_296/PAN/296_246178.pdf
701,Aadhaar,578520375768,2019-04-02,,Verified,9.0,2019-04-21,2019-04-13,0,Branch,,documents/kyc/CUST_701/Aadhaar/701_455559.pdf
874,Driving License,DL246502473363,2013-09-17,2033-09-17,Failed,98.0,2013-10-02,2013-10-04,0,Branch,Document image unclear,documents/kyc/CUST_874/Driving_License/874_619626.pdf
209,Voter ID,VID529554779807,2018-04-13,2023-04-13,Verified,9.0,2018-05-07,2018-04-23,1,Mobile App,,documents/kyc/CUST_209/Voter_ID/209_652556.pdf
582,Voter ID,VID126696171794,2016-07-04,2021-07-04,Verified,64.0,2016-07-31,2016-07-11,1,Mobile App,,documents/kyc/CUST_582/Voter_ID/582_311515.pdf
673,Voter ID,VID400182974349,2016-09-15,2021-09-15,Pending,,,2016-09-29,1,Mobile App,,documents/kyc/CUST_673/Voter_ID/673_428845.pdf
573,PAN,FZWQL6970X,2015-01-25,,Verified,81.0,2015-02-11,2015-01-28,0,Mobile App,,documents/kyc/CUST_573/PAN/573_468725.pdf
536,Aadhaar,278716818558,2017-03-18,,Verified,51.0,2017-04-16,2017-03-27,0,Mobile App,,documents/kyc/CUST_536/Aadhaar/536_250602.pdf
512,Passport,A9386709,2023-04-04,2033-04-04,Verified,19.0,2023-04-28,2023-04-06,0,Mobile App,,documents/kyc/CUST_512/Passport/512_474823.pdf
436,Voter ID,VID956081794231,2026-02-07,2031-02-07,Verified,32.0,2026-02-26,2026-02-16,0,Mobile App,,documents/kyc/CUST_436/Voter_ID/436_104796.pdf
766,Voter ID,VID647339529749,2011-01-26,2021-01-26,Verified,83.0,2011-01-28,2011-02-14,1,Mobile App,,documents/kyc/CUST_766/Voter_ID/766_546759.pdf
584,Driving License,DL186779288215,2015-01-17,2025-01-17,Verified,56.0,2015-01-22,2015-02-05,1,Mobile App,,documents/kyc/CUST_584/Driving_License/584_482559.pdf
102,PAN,IFXNH2073W,2018-07-04,,Verified,34.0,2018-07-15,2018-07-30,0,Mobile App,,documents/kyc/CUST_102/PAN/102_911165.pdf
959,Aadhaar,923315383432,2014-09-02,,Verified,21.0,2014-09-05,2014-09-18,0,Branch,,documents/kyc/CUST_959/Aadhaar/959_285101.pdf
705,Passport,L3545042,2015-01-17,2020-01-17,Verified,16.0,2015-02-04,2015-01-25,1,Internet Banking,,documents/kyc/CUST_705/Passport/705_612014.pdf
22,Aadhaar,468434409835,2024-12-14,,Verified,69.0,2025-01-13,2025-01-08,0,Mobile App,,documents/kyc/CUST_22/Aadhaar/22_510751.pdf
337,Driving License,DL462149682952,2022-01-10,2042-01-10,Verified,40.0,2022-02-06,2022-01-16,0,Mobile App,,documents/kyc/CUST_337/Driving_License/337_210158.pdf
615,Passport,U5710774,2025-10-14,2030-10-14,Pending,,,2025-10-30,0,Branch,,documents/kyc/CUST_615/Passport/615_219824.pdf
887,Voter ID,VID422219941059,2023-04-21,2033-04-21,Verified,45.0,2023-05-10,2023-05-01,0,Internet Banking,,documents/kyc/CUST_887/Voter_ID/887_126503.pdf
286,Aadhaar,804213880893,2026-04-19,,Verified,34.0,2026-05-19,2026-04-27,0,Mobile App,,documents/kyc/CUST_286/Aadhaar/286_310279.pdf
153,Driving License,DL385824272344,2012-02-19,2017-02-19,Pending,,,2012-03-18,1,Mobile App,,documents/kyc/CUST_153/Driving_License/153_934436.pdf
661,Driving License,DL403346572317,2020-03-26,2025-03-26,Verified,12.0,2020-04-24,2020-04-02,1,Branch,,documents/kyc/CUST_661/Driving_License/661_805286.pdf
980,Driving License,DL166179832896,2022-08-22,2042-08-22,Verified,22.0,2022-09-17,2022-08-27,0,Mobile App,,documents/kyc/CUST_980/Driving_License/980_278881.pdf
299,Voter ID,VID915601844616,2024-03-23,2029-03-23,Failed,11.0,2024-04-17,2024-04-02,0,Mobile App,Invalid document,documents/kyc/CUST_299/Voter_ID/299_911038.pdf
952,Passport,T8622916,2018-05-29,2028-05-29,Verified,9.0,2018-06-06,2018-06-19,0,Mobile App,,documents/kyc/CUST_952/Passport/952_232538.pdf
882,Driving License,DL544707501216,2026-07-22,2046-07-22,Verified,48.0,2026-07-24,2026-07-30,0,Mobile App,,documents/kyc/CUST_882/Driving_License/882_965450.pdf
822,PAN,PTJJZ4778M,2016-12-21,,Verified,29.0,2017-01-18,2017-01-09,0,Mobile App,,documents/kyc/CUST_822/PAN/822_736951.pdf
628,Voter ID,VID706228387065,2026-06-30,2036-06-30,Rejected,81.0,2026-07-30,2026-07-12,0,Branch,Document expired,documents/kyc/CUST_628/Voter_ID/628_712292.pdf
630,PAN,VRTTN9626E,2020-12-10,,Verified,43.0,2020-12-11,2021-01-01,0,Mobile App,,documents/kyc/CUST_630/PAN/630_874931.pdf
437,Aadhaar,727366705476,2025-05-30,,Rejected,30.0,2025-06-05,2025-06-03,0,Mobile App,Invalid document,documents/kyc/CUST_437/Aadhaar/437_449748.pdf
19,Driving License,DL584048591325,2017-08-31,2027-08-31,Verified,58.0,2017-09-18,2017-09-29,0,Branch,,documents/kyc/CUST_19/Driving_License/19_348716.pdf
829,Voter ID,VID725724279001,2014-11-27,2024-11-27,Failed,48.0,2014-12-26,2014-12-05,1,Mobile App,Incorrect document information,documents/kyc/CUST_829/Voter_ID/829_225170.pdf
882,PAN,HPEKC6853U,2015-04-12,,Rejected,89.0,2015-04-17,2015-04-27,0,Mobile App,Document image unclear,documents/kyc/CUST_882/PAN/882_751515.pdf
53,Passport,B9981776,2015-02-05,2020-02-05,Rejected,15.0,2015-02-20,2015-02-10,1,Internet Banking,Document image unclear,documents/kyc/CUST_53/Passport/53_905762.pdf
431,PAN,FGCLG6562Y,2018-10-22,,Pending,,,2018-11-19,0,Branch,,documents/kyc/CUST_431/PAN/431_807631.pdf
382,Passport,R5212093,2018-05-14,2028-05-14,Verified,83.0,2018-06-04,2018-05-24,0,Branch,,documents/kyc/CUST_382/Passport/382_665198.pdf
384,Aadhaar,511292991403,2024-10-01,,Verified,2.0,2024-10-13,2024-10-15,0,Mobile App,,documents/kyc/CUST_384/Aadhaar/384_965733.pdf
690,Aadhaar,184093490380,2015-04-30,,Failed,36.0,2015-05-25,2015-05-27,0,Mobile App,Document expired,documents/kyc/CUST_690/Aadhaar/690_154638.pdf
861,PAN,DIXSH2977D,2016-09-15,,Verified,14.0,2016-09-26,2016-09-18,0,Branch,,documents/kyc/CUST_861/PAN/861_940404.pdf
662,Passport,O2322475,2025-03-26,2035-03-26,Verified,31.0,2025-04-08,2025-03-29,0,Mobile App,,documents/kyc/CUST_662/Passport/662_795024.pdf
869,Aadhaar,970461977130,2014-08-13,,Verified,15.0,2014-09-05,2014-08-27,0,Internet Banking,,documents/kyc/CUST_869/Aadhaar/869_947761.pdf
562,Aadhaar,165710726335,2010-06-23,,Pending,,,2010-07-07,0,Branch,,documents/kyc/CUST_562/Aadhaar/562_202998.pdf
829,Aadhaar,352220689797,2014-02-14,,Verified,19.0,2014-02-28,2014-02-26,0,Mobile App,,documents/kyc/CUST_829/Aadhaar/829_823984.pdf
31,Driving License,DL218829474172,2018-08-06,2038-08-06,Verified,81.0,2018-08-14,2018-08-09,0,Mobile App,,documents/kyc/CUST_31/Driving_License/31_647066.pdf
512,PAN,EVEGB8391T,2021-10-17,,Verified,57.0,2021-10-23,2021-11-07,0,Internet Banking,,documents/kyc/CUST_512/PAN/512_367336.pdf
250,Driving License,DL679397488953,2011-06-22,2031-06-22,Verified,97.0,2011-07-10,2011-06-29,0,Internet Banking,,documents/kyc/CUST_250/Driving_License/250_782710.pdf
58,Voter ID,VID442250292825,2025-09-23,2030-09-23,Pending,,,2025-10-16,0,Mobile App,,documents/kyc/CUST_58/Voter_ID/58_588435.pdf
741,PAN,OATVO2151G,2014-12-23,,Verified,75.0,2014-12-29,2014-12-31,0,Mobile App,,documents/kyc/CUST_741/PAN/741_693419.pdf
626,Passport,H6995602,2013-01-08,2023-01-08,Verified,31.0,2013-01-10,2013-01-20,1,Branch,,documents/kyc/CUST_626/Passport/626_865203.pdf
329,Aadhaar,994191005743,2014-01-30,,Pending,,,2014-02-22,0,Mobile App,,documents/kyc/CUST_329/Aadhaar/329_251993.pdf
640,Passport,J2033985,2010-07-01,2020-07-01,Verified,54.0,2010-07-17,2010-07-12,1,Internet Banking,,documents/kyc/CUST_640/Passport/640_799387.pdf
393,Driving License,DL643733565501,2016-04-18,2026-04-18,Verified,75.0,2016-05-02,2016-05-05,1,Branch,,documents/kyc/CUST_393/Driving_License/393_376203.pdf
893,PAN,LUNUS8470B,2017-11-19,,Pending,,,2017-12-13,0,Mobile App,,documents/kyc/CUST_893/PAN/893_745545.pdf
572,PAN,OIDFC2838K,2019-05-20,,Pending,,,2019-06-07,0,Mobile App,,documents/kyc/CUST_572/PAN/572_495776.pdf
956,Driving License,DL565371900053,2014-07-02,2019-07-02,Verified,32.0,2014-07-18,2014-07-15,1,Internet Banking,,documents/kyc/CUST_956/Driving_License/956_893085.pdf
475,Voter ID,VID516432137617,2011-02-16,2016-02-16,Verified,70.0,2011-02-24,2011-03-14,1,Branch,,documents/kyc/CUST_475/Voter_ID/475_737137.pdf
461,Voter ID,VID223851451659,2014-11-08,2024-11-08,Verified,94.0,2014-11-10,2014-11-27,1,Mobile App,,documents/kyc/CUST_461/Voter_ID/461_957142.pdf
963,Passport,E4413093,2018-03-12,2023-03-12,Verified,36.0,2018-03-25,2018-03-20,1,Mobile App,,documents/kyc/CUST_963/Passport/963_101555.pdf
727,Passport,D7581513,2012-04-01,2022-04-01,Verified,68.0,2012-04-07,2012-04-24,1,Mobile App,,documents/kyc/CUST_727/Passport/727_545891.pdf
414,Driving License,DL641706718352,2018-07-06,2023-07-06,Verified,53.0,2018-07-08,2018-07-28,1,Mobile App,,documents/kyc/CUST_414/Driving_License/414_255545.pdf
292,Voter ID,VID716008998997,2024-03-01,2029-03-01,Verified,28.0,2024-03-10,2024-03-03,0,Mobile App,,documents/kyc/CUST_292/Voter_ID/292_733792.pdf
729,Passport,X8126019,2013-09-03,2023-09-03,Verified,13.0,2013-09-16,2013-09-27,1,Mobile App,,documents/kyc/CUST_729/Passport/729_987594.pdf
376,PAN,YHROM2034U,2016-08-08,,Verified,46.0,2016-08-12,2016-08-19,0,Mobile App,,documents/kyc/CUST_376/PAN/376_892291.pdf
375,Aadhaar,200314458651,2020-03-03,,Verified,75.0,2020-03-19,2020-03-05,0,Mobile App,,documents/kyc/CUST_375/Aadhaar/375_304034.pdf
885,PAN,KQOXR8882D,2010-09-17,,Verified,74.0,2010-09-20,2010-09-18,0,Mobile App,,documents/kyc/CUST_885/PAN/885_258118.pdf
689,Aadhaar,534790892525,2014-11-29,,Verified,72.0,2014-12-19,2014-12-22,0,Internet Banking,,documents/kyc/CUST_689/Aadhaar/689_137777.pdf
695,PAN,QUBDF4798D,2014-11-23,,Verified,53.0,2014-12-22,2014-12-10,0,Branch,,documents/kyc/CUST_695/PAN/695_995728.pdf
225,Passport,C8770110,2025-06-09,2030-06-09,Verified,23.0,2025-06-16,2025-06-20,0,Branch,,documents/kyc/CUST_225/Passport/225_316549.pdf
834,Voter ID,VID491790903078,2015-07-24,2020-07-24,Rejected,67.0,2015-08-17,2015-07-29,1,Mobile App,Invalid document,documents/kyc/CUST_834/Voter_ID/834_438693.pdf
885,Driving License,DL281875442456,2019-08-29,2024-08-29,Failed,74.0,2019-09-13,2019-09-21,1,Mobile App,Invalid document,documents/kyc/CUST_885/Driving_License/885_132510.pdf
894,Voter ID,VID766406662721,2018-12-18,2028-12-18,Verified,10.0,2019-01-12,2018-12-20,0,Mobile App,,documents/kyc/CUST_894/Voter_ID/894_432142.pdf
936,Voter ID,VID535523459504,2021-08-22,2026-08-22,Verified,76.0,2021-09-15,2021-09-18,0,Mobile App,,documents/kyc/CUST_936/Voter_ID/936_219851.pdf
577,Voter ID,VID199919443510,2018-07-18,2028-07-18,Verified,20.0,2018-08-03,2018-07-18,0,Branch,,documents/kyc/CUST_577/Voter_ID/577_138799.pdf
562,Driving License,DL316856197996,2024-06-29,2044-06-29,Verified,25.0,2024-07-08,2024-07-16,0,Mobile App,,documents/kyc/CUST_562/Driving_License/562_374421.pdf
681,Passport,G3645908,2011-09-26,2016-09-26,Verified,57.0,2011-10-02,2011-10-01,1,Branch,,documents/kyc/CUST_681/Passport/681_494285.pdf
206,Voter ID,VID912448254308,2011-01-22,2021-01-22,Verified,20.0,2011-01-25,2011-02-18,1,Mobile App,,documents/kyc/CUST_206/Voter_ID/206_938023.pdf
465,PAN,ANRZU3618O,2012-12-28,,Pending,,,2013-01-20,0,Mobile App,,documents/kyc/CUST_465/PAN/465_969295.pdf
148,Voter ID,VID371631299991,2018-05-13,2028-05-13,Verified,98.0,2018-06-09,2018-06-10,0,Mobile App,,documents/kyc/CUST_148/Voter_ID/148_490628.pdf
233,Aadhaar,131079207929,2020-01-10,,Verified,40.0,2020-01-26,2020-01-23,0,Mobile App,,documents/kyc/CUST_233/Aadhaar/233_416652.pdf
617,Driving License,DL906430956654,2020-03-08,2025-03-08,Verified,90.0,2020-04-05,2020-03-16,1,Mobile App,,documents/kyc/CUST_617/Driving_License/617_300527.pdf
979,Passport,P3849579,2017-04-06,2027-04-06,Verified,35.0,2017-04-13,2017-05-01,0,Mobile App,,documents/kyc/CUST_979/Passport/979_888039.pdf
807,PAN,TBGDU6513K,2017-09-24,,Verified,97.0,2017-10-21,2017-10-07,0,Branch,,documents/kyc/CUST_807/PAN/807_796301.pdf
714,Driving License,DL836129933481,2015-01-13,2035-01-13,Verified,1.0,2015-02-01,2015-02-09,0,Mobile App,,documents/kyc/CUST_714/Driving_License/714_986217.pdf
653,Voter ID,VID148420102529,2014-08-25,2019-08-25,Pending,,,2014-09-11,1,Internet Banking,,documents/kyc/CUST_653/Voter_ID/653_888830.pdf
243,Passport,P8390822,2020-07-06,2025-07-06,Verified,49.0,2020-07-16,2020-08-03,1,Mobile App,,documents/kyc/CUST_243/Passport/243_516595.pdf
765,Passport,M5011288,2021-04-13,2031-04-13,Pending,,,2021-04-28,0,Branch,,documents/kyc/CUST_765/Passport/765_147959.pdf
133,Driving License,DL628419490016,2014-11-11,2024-11-11,Verified,38.0,2014-12-05,2014-12-04,1,Mobile App,,documents/kyc/CUST_133/Driving_License/133_425399.pdf
234,Passport,Q1744783,2026-03-16,2036-03-16,Verified,49.0,2026-03-19,2026-04-02,0,Branch,,documents/kyc/CUST_234/Passport/234_306769.pdf
445,PAN,VKWOE9162D,2018-07-10,,Verified,33.0,2018-07-29,2018-07-18,0,Mobile App,,documents/kyc/CUST_445/PAN/445_603441.pdf
528,Aadhaar,118940439490,2010-10-10,,Rejected,47.0,2010-11-09,2010-10-19,0,Mobile App,Invalid document,documents/kyc/CUST_528/Aadhaar/528_114256.pdf
201,Driving License,DL475627658157,2012-06-21,2032-06-21,Verified,53.0,2012-06-23,2012-07-21,0,Mobile App,,documents/kyc/CUST_201/Driving_License/201_491716.pdf
144,Aadhaar,875698200185,2013-02-05,,Pending,,,2013-03-03,0,Internet Banking,,documents/kyc/CUST_144/Aadhaar/144_845667.pdf
572,Driving License,DL596859470133,2023-10-23,2028-10-23,Verified,92.0,2023-10-31,2023-11-17,0,Internet Banking,,documents/kyc/CUST_572/Driving_License/572_911867.pdf
495,Voter ID,VID445841439246,2019-10-08,2029-10-08,Pending,,,2019-10-26,0,Mobile App,,documents/kyc/CUST_495/Voter_ID/495_678996.pdf
625,PAN,AWNCP8433F,2019-11-12,,Verified,35.0,2019-12-01,2019-11-14,0,Mobile App,,documents/kyc/CUST_625/PAN/625_861337.pdf
351,Passport,H8730261,2017-07-06,2027-07-06,Verified,39.0,2017-07-25,2017-07-30,0,Mobile App,,documents/kyc/CUST_351/Passport/351_120778.pdf
39,Aadhaar,936506372560,2015-12-26,,Verified,44.0,2016-01-01,2015-12-30,0,Mobile App,,documents/kyc/CUST_39/Aadhaar/39_149648.pdf
262,Driving License,DL342754085873,2018-11-13,2038-11-13,Verified,80.0,2018-11-17,2018-11-21,0,Mobile App,,documents/kyc/CUST_262/Driving_License/262_895843.pdf
442,Passport,X4173079,2020-05-26,2030-05-26,Verified,6.0,2020-06-18,2020-06-23,0,Internet Banking,,documents/kyc/CUST_442/Passport/442_905176.pdf
810,Voter ID,VID923020297565,2015-07-16,2020-07-16,Verified,87.0,2015-07-18,2015-07-25,1,Branch,,documents/kyc/CUST_810/Voter_ID/810_165540.pdf
123,PAN,LAXMQ1838L,2018-09-13,,Verified,83.0,2018-10-06,2018-09-14,0,Mobile App,,documents/kyc/CUST_123/PAN/123_430963.pdf
677,Voter ID,VID980691967139,2011-11-08,2021-11-08,Verified,2.0,2011-11-22,2011-12-04,1,Mobile App,,documents/kyc/CUST_677/Voter_ID/677_995911.pdf
314,Aadhaar,170816919826,2023-07-03,,Verified,20.0,2023-07-12,2023-07-10,0,Mobile App,,documents/kyc/CUST_314/Aadhaar/314_738242.pdf
40,Aadhaar,981101548723,2011-09-30,,Verified,68.0,2011-10-09,2011-10-24,0,Mobile App,,documents/kyc/CUST_40/Aadhaar/40_975518.pdf
985,PAN,EISOM6567R,2013-06-20,,Verified,87.0,2013-07-07,2013-07-10,0,Mobile App,,documents/kyc/CUST_985/PAN/985_544456.pdf
578,Passport,S9736552,2021-09-24,2026-09-24,Rejected,60.0,2021-09-28,2021-10-24,0,Mobile App,Document details mismatch,documents/kyc/CUST_578/Passport/578_776024.pdf
123,Aadhaar,125155578384,2011-12-01,,Verified,90.0,2011-12-17,2011-12-26,0,Mobile App,,documents/kyc/CUST_123/Aadhaar/123_625057.pdf
368,Driving License,DL662538915068,2016-11-27,2021-11-27,Verified,23.0,2016-12-16,2016-12-26,1,Internet Banking,,documents/kyc/CUST_368/Driving_License/368_505630.pdf
650,PAN,GCLJC8766R,2011-08-09,,Verified,51.0,2011-08-27,2011-08-20,0,Internet Banking,,documents/kyc/CUST_650/PAN/650_566197.pdf
317,Passport,A8088497,2016-05-26,2026-05-26,Verified,60.0,2016-06-11,2016-05-28,1,Branch,,documents/kyc/CUST_317/Passport/317_784367.pdf
217,Passport,I6555446,2021-03-26,2026-03-26,Rejected,60.0,2021-04-17,2021-04-21,1,Mobile App,Invalid document,documents/kyc/CUST_217/Passport/217_838652.pdf
929,Driving License,DL237149085942,2016-08-15,2026-08-15,Verified,65.0,2016-09-06,2016-08-26,0,Mobile App,,documents/kyc/CUST_929/Driving_License/929_971839.pdf
5,Voter ID,VID695390135651,2023-08-20,2028-08-20,Pending,,,2023-09-06,0,Branch,,documents/kyc/CUST_5/Voter_ID/5_539501.pdf
630,Voter ID,VID131556948104,2020-05-26,2030-05-26,Verified,100.0,2020-06-07,2020-05-31,0,Branch,,documents/kyc/CUST_630/Voter_ID/630_431185.pdf
821,Driving License,DL686065395892,2012-05-05,2022-05-05,Verified,58.0,2012-05-21,2012-05-08,1,Mobile App,,documents/kyc/CUST_821/Driving_License/821_565531.pdf
124,PAN,JCYVW5874F,2019-05-21,,Verified,3.0,2019-06-08,2019-06-04,0,Branch,,documents/kyc/CUST_124/PAN/124_688735.pdf
38,Aadhaar,692777783468,2017-12-06,,Verified,88.0,2017-12-25,2017-12-28,0,Internet Banking,,documents/kyc/CUST_38/Aadhaar/38_760421.pdf
150,PAN,NZIUY4794B,2024-09-03,,Verified,4.0,2024-10-02,2024-09-23,0,Mobile App,,documents/kyc/CUST_150/PAN/150_464145.pdf
189,PAN,LPHFH1927K,2022-09-22,,Verified,74.0,2022-10-06,2022-10-01,0,Branch,,documents/kyc/CUST_189/PAN/189_355126.pdf
256,Aadhaar,619117646455,2014-09-16,,Verified,89.0,2014-09-22,2014-09-29,0,Branch,,documents/kyc/CUST_256/Aadhaar/256_893812.pdf
319,Voter ID,VID445055262932,2024-07-10,2029-07-10,Verified,6.0,2024-07-30,2024-08-02,0,Mobile App,,documents/kyc/CUST_319/Voter_ID/319_550052.pdf
61,Driving License,DL102424533726,2013-04-03,2033-04-03,Pending,,,2013-04-06,0,Mobile App,,documents/kyc/CUST_61/Driving_License/61_146060.pdf
228,Driving License,DL934407518463,2023-04-19,2033-04-19,Pending,,,2023-04-19,0,Mobile App,,documents/kyc/CUST_228/Driving_License/228_392890.pdf
973,Passport,P5647106,2016-12-04,2026-12-04,Rejected,79.0,2016-12-23,2016-12-24,0,Mobile App,Incorrect document information,documents/kyc/CUST_973/Passport/973_603175.pdf
200,Aadhaar,770023295116,2017-12-27,,Verified,60.0,2018-01-05,2018-01-09,0,Mobile App,,documents/kyc/CUST_200/Aadhaar/200_951091.pdf
92,Passport,T4834009,2020-07-08,2025-07-08,Verified,34.0,2020-07-20,2020-07-11,1,Branch,,documents/kyc/CUST_92/Passport/92_296260.pdf
335,Passport,E7483778,2024-11-08,2034-11-08,Verified,22.0,2024-11-23,2024-11-14,0,Mobile App,,documents/kyc/CUST_335/Passport/335_484651.pdf
369,Aadhaar,320469310913,2018-01-06,,Verified,100.0,2018-01-11,2018-01-22,0,Mobile App,,documents/kyc/CUST_369/Aadhaar/369_246287.pdf
582,Driving License,DL953626921630,2014-05-28,2034-05-28,Verified,73.0,2014-06-24,2014-06-08,0,Branch,,documents/kyc/CUST_582/Driving_License/582_245405.pdf
475,Driving License,DL196950009222,2010-01-27,2030-01-27,Verified,98.0,2010-02-10,2010-02-19,0,Mobile App,,documents/kyc/CUST_475/Driving_License/475_978299.pdf
178,Passport,B8663870,2025-08-19,2030-08-19,Verified,82.0,2025-09-01,2025-09-17,0,Internet Banking,,documents/kyc/CUST_178/Passport/178_517541.pdf
975,PAN,QVIEV8160R,2017-04-21,,Failed,27.0,2017-05-20,2017-04-25,0,Mobile App,Document expired,documents/kyc/CUST_975/PAN/975_734124.pdf
318,Voter ID,VID141408566684,2023-07-02,2028-07-02,Pending,,,2023-08-01,0,Internet Banking,,documents/kyc/CUST_318/Voter_ID/318_264503.pdf
226,Aadhaar,856442923836,2020-10-09,,Verified,29.0,2020-11-02,2020-10-19,0,Mobile App,,documents/kyc/CUST_226/Aadhaar/226_385452.pdf
469,Voter ID,VID839451367613,2026-04-03,2036-04-03,Verified,72.0,2026-04-12,2026-04-28,0,Mobile App,,documents/kyc/CUST_469/Voter_ID/469_296303.pdf
47,PAN,BKGSF6206K,2014-10-11,,Verified,8.0,2014-11-01,2014-10-25,0,Mobile App,,documents/kyc/CUST_47/PAN/47_125873.pdf
327,Aadhaar,468592695436,2023-08-27,,Rejected,33.0,2023-09-22,2023-09-15,0,Internet Banking,Incorrect document information,documents/kyc/CUST_327/Aadhaar/327_484738.pdf
104,Driving License,DL800537672291,2010-12-02,2020-12-02,Pending,,,2010-12-06,1,Branch,,documents/kyc/CUST_104/Driving_License/104_848249.pdf
421,Voter ID,VID100541605958,2022-12-03,2027-12-03,Rejected,49.0,2022-12-26,2022-12-07,0,Internet Banking,Incorrect document information,documents/kyc/CUST_421/Voter_ID/421_419712.pdf
523,Driving License,DL337260031033,2021-12-30,2026-12-30,Verified,61.0,2022-01-07,2022-01-24,0,Branch,,documents/kyc/CUST_523/Driving_License/523_724287.pdf
892,Passport,B3709674,2010-10-01,2015-10-01,Verified,21.0,2010-10-27,2010-10-12,1,Internet Banking,,documents/kyc/CUST_892/Passport/892_447218.pdf
81,Passport,T8172510,2020-11-07,2025-11-07,Verified,40.0,2020-11-24,2020-12-05,1,Mobile App,,documents/kyc/CUST_81/Passport/81_359872.pdf
261,Aadhaar,503235213529,2019-08-05,,Verified,33.0,2019-08-24,2019-08-11,0,Branch,,documents/kyc/CUST_261/Aadhaar/261_321320.pdf
273,PAN,FGHFS9099K,2023-07-03,,Pending,,,2023-07-08,0,Branch,,documents/kyc/CUST_273/PAN/273_663293.pdf
992,PAN,CHALO5533K,2012-09-03,,Rejected,33.0,2012-09-28,2012-10-01,0,Branch,Verification failed,documents/kyc/CUST_992/PAN/992_463103.pdf
858,Aadhaar,165052510694,2017-09-15,,Verified,40.0,2017-09-29,2017-10-12,0,Internet Banking,,documents/kyc/CUST_858/Aadhaar/858_331824.pdf
816,Voter ID,VID557083455693,2022-03-24,2027-03-24,Verified,40.0,2022-04-20,2022-03-24,0,Mobile App,,documents/kyc/CUST_816/Voter_ID/816_958320.pdf
859,Passport,N9961048,2022-05-03,2027-05-03,Verified,23.0,2022-05-09,2022-05-22,0,Internet Banking,,documents/kyc/CUST_859/Passport/859_936559.pdf
905,Driving License,DL891570629314,2014-08-30,2024-08-30,Verified,63.0,2014-09-17,2014-09-06,1,Mobile App,,documents/kyc/CUST_905/Driving_License/905_315689.pdf
895,Voter ID,VID461934524988,2014-04-21,2019-04-21,Verified,8.0,2014-04-24,2014-05-10,1,Mobile App,,documents/kyc/CUST_895/Voter_ID/895_916308.pdf
