customer_id,beneficiary_name,nickname,account_number,ifsc_code,bank_name,account_type,beneficiary_mobile_number,beneficiary_email,upi_id,beneficiary_status,is_verified,added_on,verified_at,added_via
27,Kamala Bhakta,,9913743286919853,IDFB0252233,Yes Bank,Savings,9268031891,kamala.bhakta555@example.com,,Active,1,2025-10-07 01:24:42,2025-10-08 10:25:42,Internet Banking
299,Chasmum Shan,Friend,6812125026858647,SBIN0243978,Axis Bank,Savings,4266655559,chasmum.shan682@example.com,chasmumshan8736@okhdfcbank,Active,1,2026-04-04 05:01:18,2026-04-11 02:04:18,Internet Banking
863,Manbir Sengupta,Dad,6423529569161805,UBIN0037612,IDFC First Bank,Savings,7433661381,manbir.sengupta886@example.com,,Active,1,2024-01-29 21:52:22,2024-02-05 19:57:22,Mobile App
129,Arya Prashad,Sister,7684635111107962,CNRB0883902,Yes Bank,Current,7932618366,arya.prashad691@example.com,aryaprashad3527@paytm,Blocked,1,2025-08-01 15:25:43,2025-08-03 12:57:43,Mobile App
42,Anita Golla,Vendor,5238085213469840,SBIN0681853,ICICI Bank,Savings,3362475986,,,Active,1,2024-12-10 09:59:17,2024-12-10 12:48:17,Internet Banking
141,Lohit Majumdar,Home,7394551148472168,BARB0174385,IDFC First Bank,Current,8974975868,lohit.majumdar168@example.com,,Active,1,2026-07-18 20:05:40,2026-07-24 20:24:40,Mobile App
790,Lajita Dugar,Sister,6541413010614454,SBIN0796518,Bank of Baroda,Savings,5876286047,lajita.dugar445@example.com,lajitadugar9664@okicici,Active,1,2025-07-25 13:25:45,2025-07-30 01:35:45,Mobile App
75,Bhavika Bahl,Friend,8674812379009788,HDFC0525352,HDFC Bank,Savings,7051041384,bhavika.bahl662@example.com,,Active,1,2024-05-13 09:46:44,2024-05-17 01:21:44,Mobile App
430,Anthony Modi,Dad,2537518610995063,KKBK0479499,Kotak Mahindra Bank,Savings,,,,Active,1,2024-01-18 06:15:06,2024-01-23 20:37:06,Mobile App
775,Maanas Dayal,Vendor,5956842619064303,CNRB0073005,ICICI Bank,Savings,6262740324,,,Active,1,2026-08-06 18:34:32,2026-08-07 23:25:32,Internet Banking
388,Gaurangi Singhal,Sister,474704252226786,KKBK0618987,Canara Bank,Current,1207660991,gaurangi.singhal745@example.com,gaurangisinghal4507@oksbi,Active,0,2024-12-20 13:53:10,,Mobile App
147,Chaitanya Kar,,6715596464041618,CNRB0103179,State Bank of India,Savings,3294108859,chaitanya.kar997@example.com,chaitanyakar5044@oksbi,Active,1,2024-06-30 03:14:26,2024-07-02 21:29:26,Mobile App
156,Ekbal Viswanathan,,7614229918444118,UTIB0104514,HDFC Bank,Savings,1712100492,ekbal.viswanathan456@example.com,ekbalviswanathan2045@ybl,Active,0,2026-06-14 11:40:00,,Mobile App
835,Qabil Chauhan,Friend,3225181212212653,UBIN0474142,IndusInd Bank,Savings,0924661200,,qabilchauhan7681@paytm,Blocked,1,2024-10-09 09:43:28,2024-10-14 08:59:28,Mobile App
603,Qarin Saran,Personal,791388381762158,HDFC0775347,State Bank of India,Savings,1139886980,qarin.saran624@example.com,qarinsaran1809@oksbi,Active,1,2025-12-28 00:25:50,2025-12-28 19:12:50,Internet Banking
310,Mason Borra,Home,5128875232963425,IDFB0986776,HDFC Bank,Savings,6189025844,mason.borra148@example.com,,Active,0,2026-07-22 10:38:29,,Mobile App
677,Omaja Brahmbhatt,Friend,2562968291455175,YESB0490928,Punjab National Bank,Savings,8461458793,omaja.brahmbhatt976@example.com,omajabrahmbhatt1037@okaxis,Active,1,2025-09-14 14:22:44,2025-09-16 07:02:44,Internet Banking
916,Vasana Venkatesh,,4972999350276607,PUNB0293841,Axis Bank,Savings,,,,Active,1,2025-08-30 07:58:13,2025-09-05 14:57:13,Internet Banking
501,Raghav Jain,Office,4796093542309135,HDFC0186651,Union Bank of India,Savings,1110496238,raghav.jain831@example.com,raghavjain4330@oksbi,Inactive,1,2026-03-18 03:43:35,2026-03-22 09:49:35,Branch
995,Garima Soni,Sister,1275313638584057,ICIC0343093,Axis Bank,Savings,2614472025,garima.soni339@example.com,garimasoni9811@okicici,Active,1,2026-01-03 01:05:09,2026-01-08 23:25:09,Branch
393,Rohan Yogi,Brother,2931630081012716,CNRB0957982,IDFC First Bank,Savings,7972537832,rohan.yogi961@example.com,rohanyogi3143@okaxis,Active,1,2025-07-22 03:23:25,2025-07-26 01:38:25,Mobile App
104,Ria Batta,Friend,7885173618433447,PUNB0925426,Yes Bank,Savings,0422964072,ria.batta889@example.com,riabatta7647@okicici,Inactive,0,2025-10-08 08:48:23,,Mobile App
679,Ridhi Prakash,Home,176036602069340,YESB0695074,Punjab National Bank,Savings,5542221629,ridhi.prakash590@example.com,ridhiprakash26@ybl,Active,1,2025-12-31 08:45:47,2026-01-03 02:33:47,Internet Banking
158,Brijesh Deo,Mom,2857436751389100,YESB0443360,IndusInd Bank,Current,0820117163,brijesh.deo914@example.com,brijeshdeo5532@okicici,Active,1,2026-07-03 11:03:29,2026-07-06 20:33:29,Mobile App
377,Zayyan Deep,Home,4682177531733009,INDB0887890,IDFC First Bank,Savings,9636647569,zayyan.deep573@example.com,,Active,1,2026-04-23 05:04:57,2026-04-29 02:17:57,Internet Banking
442,Bishakha Mallick,Personal,7813162995838916,ICIC0963972,Kotak Mahindra Bank,Savings,4842228702,bishakha.mallick970@example.com,,Active,1,2024-06-19 08:33:06,2024-06-20 12:12:06,Mobile App
163,Patrick Upadhyay,Brother,8441242720393545,UBIN0214011,Punjab National Bank,Savings,,patrick.upadhyay285@example.com,,Active,1,2024-11-27 02:25:47,2024-11-29 13:02:47,Internet Banking
757,Kiaan Salvi,Sister,5388610289099913,KKBK0636281,Yes Bank,Savings,4185741980,kiaan.salvi182@example.com,kiaansalvi4789@okicici,Active,1,2024-07-05 01:28:16,2024-07-09 19:16:16,Mobile App
879,Balvan Sidhu,,1067520788809619,YESB0537372,Bank of Baroda,Savings,2306782262,balvan.sidhu255@example.com,balvansidhu7042@oksbi,Active,1,2025-03-15 15:33:11,2025-03-19 18:36:11,Mobile App
491,Ayushman Khurana,Sister,6694474741566519,UBIN0624499,ICICI Bank,Savings,0986780098,,,Active,0,2025-03-14 19:36:54,,Mobile App
40,Patrick Arora,Sister,2935318136495163,INDB0547178,Punjab National Bank,Savings,2487235439,patrick.arora183@example.com,patrickarora6097@okhdfcbank,Active,1,2025-02-12 15:47:06,2025-02-17 09:21:06,Mobile App
738,Caleb Iyengar,Vendor,2346149306968600,KKBK0361125,Kotak Mahindra Bank,Savings,2480327170,,calebiyengar4502@okicici,Active,1,2024-03-07 20:51:59,2024-03-13 10:11:59,Internet Banking
301,Kashish Borra,Sister,8592643476688170,UBIN0796560,ICICI Bank,Savings,2129081984,kashish.borra787@example.com,kashishborra8589@paytm,Active,1,2026-07-11 10:06:43,2026-07-13 00:33:43,Mobile App
170,Kiaan Sandal,,6782206154770448,PUNB0378345,HDFC Bank,Savings,,kiaan.sandal972@example.com,,Active,1,2025-09-01 23:42:27,2025-09-07 01:37:27,Mobile App
715,Nihal Kapur,Personal,1650048444251002,IDFB0398997,Yes Bank,Savings,4207011234,nihal.kapur333@example.com,nihalkapur3798@okhdfcbank,Active,1,2024-12-16 08:22:44,2024-12-22 00:47:44,Internet Banking
779,Vyanjana Khurana,Sister,8796470324268077,UTIB0277877,IDFC First Bank,Savings,7254092520,vyanjana.khurana801@example.com,vyanjanakhurana3386@ybl,Active,0,2026-02-26 02:54:27,,Internet Banking
600,Shivansh Patla,Brother,3560399144220595,BARB0698744,State Bank of India,Savings,5881254327,shivansh.patla612@example.com,shivanshpatla5248@ybl,Active,1,2026-06-16 17:16:42,2026-06-22 10:08:42,Branch
37,Urvi Bal,Brother,2767890887813280,INDB0104860,IDFC First Bank,Savings,5721619072,urvi.bal499@example.com,urvibal3332@ybl,Active,1,2026-02-02 23:07:29,2026-02-03 07:29:29,Internet Banking
138,Edhitha Vala,Brother,1602360721602630,ICIC0926147,Kotak Mahindra Bank,Savings,9215146488,edhitha.vala219@example.com,edhithavala3608@oksbi,Active,1,2024-11-18 04:23:31,2024-11-22 06:16:31,Mobile App
562,Tarak Khosla,,7125243253545057,BARB0278924,Canara Bank,Savings,7570329615,,tarakkhosla8898@okicici,Active,1,2025-04-19 18:11:36,2025-04-24 11:29:36,Mobile App
734,Hardik Warrior,Personal,3782639913064055,UTIB0238081,Union Bank of India,Savings,0742515995,hardik.warrior961@example.com,hardikwarrior5044@paytm,Active,1,2025-05-12 19:16:50,2025-05-16 00:33:50,Branch
34,Chaitaly Baral,Dad,3567599620706823,HDFC0529742,ICICI Bank,Current,9587434999,,chaitalybaral5355@oksbi,Active,1,2025-07-08 20:38:50,2025-07-12 23:15:50,Mobile App
586,Shivani Bhatt,Sister,3800909005906542,ICIC0001027,Kotak Mahindra Bank,Current,5455623161,shivani.bhatt987@example.com,shivanibhatt8857@ybl,Active,1,2024-05-26 06:01:56,2024-05-29 08:03:56,Mobile App
144,Barkha Nadig,Vendor,2428460974945918,IDFB0034960,Punjab National Bank,Savings,0827400037,barkha.nadig719@example.com,barkhanadig5895@okhdfcbank,Active,1,2024-11-10 21:59:51,2024-11-14 20:37:51,Internet Banking
514,Bhavika Arora,,4079026078551258,IDFB0871713,Canara Bank,Savings,,bhavika.arora878@example.com,bhavikaarora995@paytm,Active,1,2024-05-23 17:24:12,2024-05-29 16:09:12,Mobile App
183,Xalak Sarma,,2871745977087648,KKBK0453944,Punjab National Bank,Savings,6862361528,xalak.sarma740@example.com,xalaksarma4754@ybl,Active,1,2024-02-12 16:07:11,2024-02-14 02:31:11,Mobile App
698,Sathvik Shroff,,6933245161553066,HDFC0829174,IndusInd Bank,Savings,,sathvik.shroff653@example.com,sathvikshroff8331@okicici,Active,0,2026-01-13 06:59:09,,Mobile App
429,Ekaraj Dhar,,7485480750959623,HDFC0199729,Yes Bank,Savings,5423980412,ekaraj.dhar506@example.com,,Active,1,2024-08-15 19:18:24,2024-08-18 09:56:24,Mobile App
307,Chandresh Biswas,Vendor,3369534492782129,CNRB0733458,Kotak Mahindra Bank,Savings,7402476547,chandresh.biswas496@example.com,chandreshbiswas6980@ybl,Active,1,2024-01-22 02:52:04,2024-01-25 18:23:04,Mobile App
52,Hritik Brahmbhatt,Personal,1521578785004755,YESB0686371,ICICI Bank,Savings,,hritik.brahmbhatt720@example.com,hritikbrahmbhatt308@okhdfcbank,Active,0,2026-08-15 01:39:46,,Mobile App
786,Robert Konda,Dad,6307068109216866,CNRB0183917,IndusInd Bank,Savings,1613309325,robert.konda898@example.com,robertkonda3603@oksbi,Active,1,2024-06-28 10:55:08,2024-07-03 00:44:08,Internet Banking
125,Anirudh Tailor,,5346252839689673,KKBK0809268,IndusInd Bank,Savings,3660883651,anirudh.tailor801@example.com,,Active,1,2025-02-06 09:45:47,2025-02-06 15:36:47,Mobile App
620,Brinda Dora,Brother,9529234441730183,KKBK0725098,Bank of Baroda,Current,,brinda.dora737@example.com,,Active,1,2024-05-15 02:25:35,2024-05-15 04:08:35,Internet Banking
645,Thomas Kapoor,Personal,470855535528548,BARB0732633,IndusInd Bank,Savings,3592448415,,,Active,1,2025-06-10 17:37:45,2025-06-17 01:15:45,Internet Banking
822,Leena Badal,Vendor,4220476253097641,ICIC0830811,ICICI Bank,Savings,,leena.badal292@example.com,leenabadal6515@oksbi,Active,0,2024-01-27 08:11:34,,Mobile App
143,Arunima Palla,Dad,7380201256114524,YESB0571744,IDFC First Bank,Savings,2107603149,arunima.palla81@example.com,,Active,1,2025-04-03 23:09:01,2025-04-09 21:28:01,Mobile App
797,Qarin Chatterjee,Sister,6185466564830037,UTIB0629361,HDFC Bank,Current,1304072199,,qarinchatterjee843@okicici,Active,1,2026-04-10 10:45:43,2026-04-12 07:25:43,Mobile App
309,Chanchal Sura,Home,5535748691918004,KKBK0068927,Canara Bank,Savings,9539320749,chanchal.sura201@example.com,chanchalsura7045@okhdfcbank,Active,1,2024-07-23 03:49:45,2024-07-26 21:36:45,Mobile App
928,Kashish Samra,Sister,1000281853122833,HDFC0764710,Canara Bank,Savings,3271297534,kashish.samra575@example.com,,Active,1,2026-01-08 04:52:30,2026-01-08 05:05:30,Internet Banking
768,Rudra Sachar,Vendor,8495883289561534,YESB0477570,Punjab National Bank,Savings,6264110785,,rudrasachar2556@oksbi,Active,1,2025-01-20 17:12:26,2025-01-24 07:48:26,Mobile App
496,Tanveer Madan,Brother,3865949962258706,SBIN0401147,Bank of Baroda,Savings,5853167793,,tanveermadan6199@okhdfcbank,Active,1,2025-05-11 21:27:12,2025-05-15 11:06:12,Mobile App
57,Fariq Gala,,1450947789315040,KKBK0573574,State Bank of India,Savings,4501322816,fariq.gala441@example.com,fariqgala7603@okicici,Inactive,1,2026-04-11 10:43:14,2026-04-15 03:09:14,Internet Banking
319,Gaurangi Saini,Personal,1833346558582598,UTIB0299221,Punjab National Bank,Savings,6435172877,,gaurangisaini1499@okhdfcbank,Active,0,2025-12-18 02:09:10,,Internet Banking
622,Fitan Rajan,Vendor,6291484539062902,YESB0113576,Axis Bank,Savings,5211804805,fitan.rajan610@example.com,,Inactive,0,2024-01-28 04:35:11,,Internet Banking
29,Abhiram Thakur,Brother,8190895224694212,UBIN0106581,Union Bank of India,Savings,8556133062,abhiram.thakur792@example.com,abhiramthakur8165@okicici,Active,1,2026-06-20 07:50:52,2026-06-22 02:15:52,Mobile App
375,Vaishnavi Madan,Business,3288948502498329,PUNB0016067,ICICI Bank,Savings,7106290075,vaishnavi.madan282@example.com,vaishnavimadan3646@ybl,Active,0,2025-03-11 16:51:57,,Mobile App
793,Krishna Rajagopal,Home,18263497929052,PUNB0171938,Punjab National Bank,Savings,4154219409,,krishnarajagopal2951@paytm,Active,1,2025-03-11 23:42:43,2025-03-18 10:02:43,Internet Banking
492,Owen Randhawa,Office,9611019283738678,INDB0866663,Kotak Mahindra Bank,Savings,4847728105,,,Active,1,2024-12-24 21:35:32,2024-12-27 06:04:32,Internet Banking
703,Yauvani Mohan,Dad,1349040052459947,CNRB0847103,ICICI Bank,Savings,1607157776,,yauvanimohan9546@okhdfcbank,Active,0,2024-05-10 03:34:17,,Mobile App
947,Devansh Nagy,Office,7882593127356501,YESB0668689,ICICI Bank,Current,0575077934,devansh.nagy401@example.com,devanshnagy5419@paytm,Active,1,2026-05-17 13:57:55,2026-05-19 04:31:55,Mobile App
31,Robert Kannan,Personal,406036143648723,INDB0630389,Union Bank of India,Savings,8467979663,,robertkannan9665@okaxis,Active,1,2024-10-06 21:31:18,2024-10-12 09:24:18,Mobile App
191,Avni Vala,Sister,5529300810126346,CNRB0436313,Kotak Mahindra Bank,Savings,7984038097,avni.vala739@example.com,avnivala4223@okaxis,Active,0,2024-03-26 21:31:58,,Branch
777,Libni Dewan,Mom,3870323119695229,BARB0374709,IDFC First Bank,Savings,5834683640,,libnidewan6921@paytm,Inactive,0,2024-10-21 21:22:24,,Internet Banking
689,Harrison Walla,Vendor,2625639367111453,IDFB0207285,Kotak Mahindra Bank,Savings,6795732397,harrison.walla630@example.com,,Active,1,2025-08-29 03:15:55,2025-09-01 20:43:55,Internet Banking
273,Urmi Sule,Office,5782514316680873,UBIN0251680,ICICI Bank,Savings,4723214649,urmi.sule808@example.com,urmisule4389@ybl,Active,1,2024-05-06 06:52:41,2024-05-12 13:04:41,Mobile App
116,Manbir Krishna,Brother,6392835756831227,HDFC0444327,State Bank of India,Savings,0403662772,manbir.krishna582@example.com,manbirkrishna7833@okhdfcbank,Active,0,2025-08-12 23:29:20,,Mobile App
425,Champak Dugal,Office,2358259209903410,BARB0624447,Kotak Mahindra Bank,Savings,9385997725,champak.dugal867@example.com,champakdugal5858@okicici,Active,1,2025-10-16 23:02:13,2025-10-17 10:19:13,Internet Banking
908,Yashoda Shankar,,3410148747598832,HDFC0815592,Union Bank of India,Savings,0806635300,yashoda.shankar684@example.com,yashodashankar3552@oksbi,Active,1,2025-02-03 19:54:42,2025-02-07 16:37:42,Mobile App
517,Ijaya Atwal,,6736529106084429,INDB0765181,Union Bank of India,Savings,3946195677,ijaya.atwal265@example.com,ijayaatwal7669@okaxis,Active,1,2024-03-11 19:02:31,2024-03-13 21:30:31,Mobile App
213,Sai Walla,Vendor,3300604395008305,UBIN0529183,Canara Bank,Savings,2046952611,sai.walla845@example.com,saiwalla4626@okaxis,Active,1,2025-03-07 18:56:12,2025-03-09 06:52:12,Internet Banking
212,Siya Manda,Dad,5667302385829963,UBIN0357418,State Bank of India,Savings,5811059083,siya.manda177@example.com,siyamanda730@okhdfcbank,Active,1,2026-03-24 19:07:38,2026-03-25 04:01:38,Mobile App
531,Lajita Setty,Friend,228725186166338,PUNB0402273,HDFC Bank,Savings,8764283629,lajita.setty56@example.com,lajitasetty9268@oksbi,Active,1,2024-06-05 01:49:01,2024-06-10 20:03:01,Internet Banking
653,Eta Kapur,,2648931535519091,CNRB0555645,Union Bank of India,Current,9859147863,,,Inactive,1,2024-12-20 15:16:53,2024-12-21 08:14:53,Mobile App
192,Imaran Palan,Vendor,9073209198633644,UBIN0281217,Axis Bank,Savings,3244553608,,imaranpalan4316@okaxis,Blocked,1,2024-04-07 02:24:14,2024-04-12 11:52:14,Mobile App
541,Krisha Sarna,Business,1845376864198314,PUNB0795452,Axis Bank,Savings,5719302411,krisha.sarna818@example.com,krishasarna5929@okhdfcbank,Active,1,2024-02-11 11:31:29,2024-02-17 19:02:29,Mobile App
776,Ekbal Bumb,Personal,8531971222207961,KKBK0174779,Kotak Mahindra Bank,Savings,6422265276,ekbal.bumb394@example.com,ekbalbumb5862@ybl,Active,1,2025-11-17 08:36:48,2025-11-22 04:55:48,Internet Banking
990,Chavvi Loke,,7476194356409046,ICIC0945236,Punjab National Bank,Savings,3398960752,chavvi.loke590@example.com,chavviloke7512@paytm,Active,0,2026-01-02 17:45:23,,Mobile App
708,Sachi Gola,,2504376285275192,SBIN0203118,Kotak Mahindra Bank,Savings,6703176048,sachi.gola477@example.com,,Active,1,2025-12-05 20:45:30,2025-12-09 13:33:30,Branch
804,Siya Gupta,,1917613267654676,ICIC0044473,Bank of Baroda,Savings,9296360019,siya.gupta135@example.com,siyagupta9070@oksbi,Active,1,2024-11-16 17:19:53,2024-11-17 19:10:53,Mobile App
208,Onveer Dayal,Brother,8181092847825161,UBIN0651045,State Bank of India,Savings,8400997120,onveer.dayal207@example.com,onveerdayal800@oksbi,Active,1,2024-08-25 07:41:10,2024-08-27 22:55:10,Internet Banking
998,Adweta Raja,,8766518825432497,BARB0808665,IndusInd Bank,Savings,7058912388,,adwetaraja3862@okaxis,Active,1,2024-08-16 06:21:52,2024-08-19 12:18:52,Internet Banking
354,Jagdish Bhavsar,Business,7684970701169476,CNRB0976044,Axis Bank,Savings,9839547013,jagdish.bhavsar220@example.com,,Active,1,2025-04-01 11:14:11,2025-04-04 23:42:11,Mobile App
248,Elijah Sathe,Mom,5203551393485831,IDFB0184005,Yes Bank,Savings,2542994205,elijah.sathe131@example.com,,Active,1,2024-04-26 17:22:21,2024-04-28 21:56:21,Branch
831,Frederick Ganguly,Mom,5774847600417289,PUNB0666778,Axis Bank,Savings,7191609486,frederick.ganguly121@example.com,frederickganguly9018@oksbi,Active,1,2025-08-22 01:37:40,2025-08-24 18:25:40,Internet Banking
724,Ekiya Upadhyay,,9730026635803754,HDFC0658320,Union Bank of India,Savings,3495821997,,ekiyaupadhyay581@okhdfcbank,Active,1,2024-06-24 10:03:24,2024-06-25 16:29:24,Mobile App
460,Ekavir Pingle,Home,6539736294727785,YESB0935534,HDFC Bank,Savings,0798534206,ekavir.pingle94@example.com,ekavirpingle5251@oksbi,Active,1,2024-12-16 01:02:53,2024-12-18 23:29:53,Mobile App
320,Darika Anne,Business,1008765238282979,KKBK0442094,Axis Bank,Savings,1736225385,darika.anne421@example.com,darikaanne2947@oksbi,Blocked,1,2024-09-03 07:29:08,2024-09-05 15:30:08,Mobile App
556,Yachana Barad,Home,5390190845002026,KKBK0435813,ICICI Bank,Savings,6254322444,yachana.barad507@example.com,yachanabarad4660@okhdfcbank,Active,1,2026-04-13 01:42:00,2026-04-19 23:49:00,Mobile App
81,Panini Nadkarni,Sister,8708791614215274,UTIB0356164,Union Bank of India,Savings,0829056157,panini.nadkarni468@example.com,panininadkarni8886@okhdfcbank,Active,1,2024-07-27 15:09:26,2024-08-02 05:59:26,Internet Banking
399,Kala Soman,Friend,6819885494380783,HDFC0474348,Axis Bank,Savings,6685626490,kala.soman648@example.com,,Active,1,2026-05-23 09:37:18,2026-05-25 10:46:18,Internet Banking
11,Aahana Ramachandran,Mom,491919461233076,UTIB0315435,IndusInd Bank,Savings,8316179320,aahana.ramachandran137@example.com,aahanaramachandran8395@ybl,Active,1,2025-07-24 11:16:32,2025-07-31 09:25:32,Internet Banking
214,Advik Chad,Vendor,5884649062997799,BARB0887749,Punjab National Bank,Current,7880994973,advik.chad332@example.com,advikchad5747@okaxis,Active,1,2025-07-03 14:25:16,2025-07-08 15:38:16,Mobile App
554,Watika Wable,,7613750935665639,INDB0830122,State Bank of India,Savings,6617600346,watika.wable889@example.com,watikawable3141@okaxis,Active,1,2025-12-26 10:42:28,2025-12-31 08:45:28,Mobile App
285,Krishna Zacharia,,5255240801486902,HDFC0872855,ICICI Bank,Savings,0179794580,krishna.zacharia165@example.com,krishnazacharia5573@okicici,Active,0,2025-02-09 20:04:51,,Internet Banking
245,Suhani Hegde,Sister,9643226918406303,INDB0691523,ICICI Bank,Savings,2388894842,suhani.hegde569@example.com,suhanihegde959@ybl,Active,1,2024-09-14 17:22:11,2024-09-17 20:46:11,Mobile App
940,Rohan Kapadia,Vendor,3501144263807924,YESB0315090,Canara Bank,Savings,7871565084,rohan.kapadia629@example.com,,Active,1,2024-11-08 01:17:50,2024-11-09 05:13:50,Mobile App
244,Krish Cherian,Home,8519727831424065,HDFC0069260,Yes Bank,Savings,3338078602,,,Active,1,2026-07-07 18:23:34,2026-07-08 22:47:34,Mobile App
584,Rudra Padmanabhan,Brother,83088936653055,UBIN0673183,Axis Bank,Savings,1102428112,rudra.padmanabhan878@example.com,,Active,0,2026-02-18 04:09:46,,Internet Banking
815,Maya Bansal,,4649733366544523,HDFC0633308,Bank of Baroda,Savings,8737684187,maya.bansal204@example.com,,Active,1,2024-04-08 22:46:12,2024-04-12 16:22:12,Mobile App
494,Viraj Majumdar,Friend,8498290827429870,YESB0501513,Punjab National Bank,Savings,2827127780,viraj.majumdar530@example.com,virajmajumdar688@okhdfcbank,Active,1,2026-07-03 20:53:23,2026-07-06 17:09:23,Mobile App
988,Abha Bava,,4637936484389895,UTIB0975576,Punjab National Bank,Savings,0682923240,abha.bava660@example.com,,Inactive,0,2024-03-05 14:22:24,,Mobile App
725,Jacob Doctor,Vendor,3658372272603018,YESB0898091,State Bank of India,Savings,5285649308,,,Active,1,2025-10-09 01:34:50,2025-10-12 00:38:50,Internet Banking
93,Isha Dyal,Office,6366673941642682,UTIB0703922,State Bank of India,Savings,0976427223,isha.dyal592@example.com,,Active,1,2025-10-09 15:44:32,2025-10-09 19:48:32,Mobile App
755,Riya Krishnamurthy,Personal,3281589906330873,PUNB0315732,Bank of Baroda,Savings,6813435719,riya.krishnamurthy978@example.com,,Active,1,2025-06-21 19:18:44,2025-06-23 18:27:44,Mobile App
25,Libni Goswami,,5045370822635815,UBIN0586531,Punjab National Bank,Savings,4358159053,libni.goswami220@example.com,libnigoswami3244@okhdfcbank,Active,1,2025-03-01 15:07:36,2025-03-04 17:55:36,Mobile App
41,Gaurangi Dhar,,6993725759994986,KKBK0066007,IDFC First Bank,Savings,7397307994,gaurangi.dhar421@example.com,gaurangidhar444@oksbi,Inactive,1,2025-03-10 09:24:57,2025-03-16 11:38:57,Internet Banking
426,Neel Mani,,8463904851834670,UTIB0919125,Axis Bank,Savings,4495358569,neel.mani216@example.com,,Active,1,2025-02-25 09:20:56,2025-02-28 02:37:56,Mobile App
464,Saksham Pant,Mom,6883979579797670,YESB0771217,IDFC First Bank,Savings,6824919068,saksham.pant636@example.com,sakshampant6615@okhdfcbank,Active,1,2025-04-03 07:25:17,2025-04-05 21:28:17,Branch
684,Chavvi Agarwal,Office,2693082081409677,PUNB0557595,Union Bank of India,Savings,5635380342,chavvi.agarwal900@example.com,,Inactive,1,2025-06-28 10:00:49,2025-06-30 02:37:49,Internet Banking
307,Yamini Sanghvi,Vendor,436722014838244,UTIB0838977,ICICI Bank,Savings,6119205829,yamini.sanghvi694@example.com,yaminisanghvi6611@paytm,Active,1,2025-12-20 00:53:41,2025-12-22 07:52:41,Internet Banking
640,Kamala Gopal,Mom,9898986163520871,UBIN0938567,Union Bank of India,Savings,8849607164,kamala.gopal214@example.com,,Active,1,2025-12-05 07:44:48,2025-12-12 06:42:48,Internet Banking
490,Panini Sawhney,Dad,7977925496893633,YESB0672524,Bank of Baroda,Current,5694903292,panini.sawhney783@example.com,,Active,0,2026-05-05 12:05:25,,Mobile App
941,Dakshesh Keer,Friend,8124025730330746,ICIC0671082,State Bank of India,Savings,4258720493,dakshesh.keer691@example.com,,Blocked,1,2025-10-15 18:10:16,2025-10-22 06:23:16,Mobile App
48,Tanay Shan,,9992219202752699,IDFB0659329,Punjab National Bank,Savings,8296743136,tanay.shan745@example.com,,Active,1,2026-08-09 02:53:48,2026-08-10 22:15:48,Internet Banking
469,Gagan Bakshi,,4614363268481572,PUNB0664868,State Bank of India,Savings,0654954963,gagan.bakshi294@example.com,gaganbakshi2689@oksbi,Active,1,2025-10-18 07:33:09,2025-10-20 00:24:09,Mobile App
119,Kritika Narayan,Dad,2363771895445212,PUNB0593741,Yes Bank,Savings,5128692698,kritika.narayan298@example.com,kritikanarayan7188@okhdfcbank,Inactive,0,2025-08-22 13:14:12,,Mobile App
646,Neelima Jhaveri,Personal,527185904354183,IDFB0779542,Bank of Baroda,Savings,3880780506,neelima.jhaveri309@example.com,neelimajhaveri7098@ybl,Active,1,2026-04-24 23:01:44,2026-04-28 17:42:44,Mobile App
570,Chandresh Balakrishnan,Dad,7754984728039457,UBIN0731084,HDFC Bank,Current,0539098939,chandresh.balakrishnan476@example.com,,Active,0,2026-01-29 09:53:00,,Mobile App
426,Yuvraj Yogi,Brother,6798728210913229,IDFB0646753,Bank of Baroda,Current,4500996111,yuvraj.yogi848@example.com,yuvrajyogi5047@oksbi,Active,1,2026-04-03 19:43:18,2026-04-10 15:53:18,Mobile App
243,Eesha Kalita,Office,7338894243558255,CNRB0641096,Kotak Mahindra Bank,Savings,8241149196,eesha.kalita729@example.com,,Active,1,2025-08-07 05:47:19,2025-08-07 16:54:19,Mobile App
689,Saksham Pandey,,1114100995937642,SBIN0739273,Axis Bank,Savings,,saksham.pandey805@example.com,sakshampandey2313@okhdfcbank,Active,1,2024-10-11 13:43:31,2024-10-17 16:05:31,Mobile App
569,Orinder Shere,,9119247699624633,INDB0694817,Bank of Baroda,Current,3116185414,orinder.shere466@example.com,orindershere6652@oksbi,Active,1,2025-04-29 19:52:13,2025-05-01 09:56:13,Mobile App
871,Janani Kuruvilla,Business,9070550897389182,UBIN0412464,Canara Bank,Savings,3467910154,janani.kuruvilla206@example.com,jananikuruvilla263@paytm,Inactive,1,2025-04-12 21:48:29,2025-04-19 00:36:29,Mobile App
841,Jackson Suresh,,3420750237499121,BARB0941974,IndusInd Bank,Savings,5564315751,jackson.suresh273@example.com,jacksonsuresh9007@ybl,Inactive,1,2026-08-05 07:17:16,2026-08-07 05:01:16,Internet Banking
332,Caleb Kapoor,Office,2510891884953921,CNRB0359496,Yes Bank,Savings,,,,Active,1,2024-10-20 02:06:43,2024-10-24 14:32:43,Mobile App
