customer_id,account_number,account_type,balance,account_status,open_date,closed_date,created_at,branch_id
194,116543074499,Savings,306125.71,Active,2020-09-23,,2020-09-23,1
664,149972361922,Savings,361232.47,Inactive,2026-06-23,,2026-06-23,14
916,918806829224,Savings,125273.46,Active,2018-05-18,,2018-05-18,19
205,189664803595,Premium,1767233.51,Active,2024-11-20,,2024-11-20,19
374,348466063210,Savings,188378.82,Active,2019-04-10,,2019-04-10,7
482,995510761828,Savings,462066.41,Frozen,2023-08-02,,2023-08-02,11
343,144186083273,Salary,148594.49,Active,2019-08-11,,2019-08-11,5
692,156716450167,Salary,26159.21,Active,2019-08-26,,2019-08-26,7
61,411276263200,Premium,4004823.47,Active,2024-08-04,,2024-08-04,4
456,220785965856,Savings,201933.33,Active,2022-10-12,,2022-10-12,20
933,181420035525,Savings,460497.24,Active,2018-09-18,,2018-09-18,9
322,669670879557,Savings,233446.6,Active,2022-12-01,,2022-12-01,11
890,493605542531,Savings,489525.08,Active,2026-06-12,,2026-06-12,8
295,124524189108,Salary,11818.0,Active,2022-05-18,,2022-05-18,8
335,130781774848,Savings,306731.58,Active,2019-04-30,,2019-04-30,15
953,603803269620,Salary,25994.63,Active,2022-11-04,,2022-11-04,17
398,959525485178,Savings,93063.34,Active,2022-08-22,,2022-08-22,15
462,158877723232,Savings,375699.88,Active,2023-06-30,,2023-06-30,12
481,296145466445,Savings,196184.04,Active,2023-04-05,,2023-04-05,20
222,653592164721,Savings,144024.19,Active,2018-04-15,,2018-04-15,2
787,391671040263,Savings,179232.39,Active,2022-01-10,,2022-01-10,15
185,217736029783,Savings,388378.41,Active,2025-01-07,,2025-01-07,19
333,344774694937,Savings,72621.91,Active,2020-10-01,,2020-10-01,13
67,297380875033,Savings,70895.69,Active,2025-12-18,,2025-12-18,19
671,478273350637,Savings,386585.31,Active,2025-12-05,,2025-12-05,13
296,854581574381,Savings,213868.38,Active,2019-09-27,,2019-09-27,20
790,754596363842,Current,471232.49,Active,2021-07-17,,2021-07-17,6
906,184810527312,Premium,1339435.93,Active,2020-11-15,,2020-11-15,13
882,680182404446,Current,1611757.15,Active,2024-04-10,,2024-04-10,1
459,352005658550,Savings,296519.73,Active,2018-10-31,,2018-10-31,12
882,348198206973,Savings,273988.59,Active,2018-12-13,,2018-12-13,13
724,656155426945,Savings,207986.98,Active,2020-09-22,,2020-09-22,8
495,107396741474,Savings,285483.3,Active,2025-07-22,,2025-07-22,18
183,675331764818,Savings,357479.67,Active,2026-07-22,,2026-07-22,11
553,439776386712,Savings,188275.47,Active,2022-02-04,,2022-02-04,14
507,711678508470,Savings,409680.64,Active,2018-08-17,,2018-08-17,5
740,963417536022,Savings,80258.5,Active,2021-11-11,,2021-11-11,5
706,505731469923,Premium,1716014.4,Active,2020-09-10,,2020-09-10,1
988,310976795715,Savings,233211.86,Active,2024-12-02,,2024-12-02,8
837,936509121265,Savings,155126.75,Active,2023-02-03,,2023-02-03,1
368,302774161504,Savings,56370.0,Active,2022-04-23,,2022-04-23,16
639,264765286464,Premium,454183.64,Active,2022-03-23,,2022-03-23,18
870,491906357046,Savings,216585.7,Active,2018-12-14,,2018-12-14,13
119,380635567960,Savings,149367.63,Active,2023-02-28,,2023-02-28,11
421,400646281642,Savings,150760.37,Active,2020-07-03,,2020-07-03,18
946,575328183418,Current,926991.82,Active,2025-09-29,,2025-09-29,13
870,347083407797,Savings,34002.53,Active,2024-12-20,,2024-12-20,3
731,410720512160,Current,376497.74,Active,2018-12-13,,2018-12-13,16
196,401387140291,Savings,473653.75,Active,2021-11-30,,2021-11-30,11
821,997813049446,Premium,270511.12,Active,2019-03-12,,2019-03-12,8
333,603143272766,Savings,168167.13,Active,2018-02-11,,2018-02-11,6
708,105920581741,Savings,63449.53,Active,2020-09-29,,2020-09-29,7
532,763817014443,Current,374675.12,Active,2022-05-26,,2022-05-26,12
99,375831658074,Salary,43802.4,Active,2023-03-22,,2023-03-22,1
239,380501653437,Savings,207301.31,Active,2021-06-29,,2021-06-29,17
401,362988877636,Salary,109973.01,Active,2024-09-02,,2024-09-02,18
449,370884403867,Premium,4738725.71,Active,2023-08-09,,2023-08-09,14
938,722155229426,Savings,66499.6,Active,2020-01-16,,2020-01-16,13
592,663770460729,Savings,167658.49,Active,2018-02-07,,2018-02-07,19
294,358994511879,Savings,82741.38,Frozen,2022-04-24,,2022-04-24,18
115,611288667767,Savings,256758.69,Active,2019-03-28,,2019-03-28,10
994,919598475076,Savings,200127.62,Active,2019-07-10,,2019-07-10,11
298,971486482181,Savings,221818.45,Active,2022-12-26,,2022-12-26,4
882,148275644891,Salary,152490.5,Active,2024-08-26,,2024-08-26,14
774,101905243940,Savings,124563.8,Active,2025-06-18,,2025-06-18,13
61,337421853075,Savings,373080.38,Active,2019-12-03,,2019-12-03,13
674,975284624176,Current,297221.7,Active,2024-10-10,,2024-10-10,1
167,959129658653,Savings,94014.8,Active,2025-11-18,,2025-11-18,11
937,920528790788,Savings,490233.9,Active,2020-04-04,,2020-04-04,16
283,282759786056,Savings,388332.87,Active,2022-04-04,,2022-04-04,8
486,698104498783,Savings,267289.94,Active,2021-03-06,,2021-03-06,9
872,600701162781,Savings,441079.54,Active,2024-05-24,,2024-05-24,15
530,744557465999,Savings,488998.74,Frozen,2026-02-03,,2026-02-03,5
275,814974977220,Savings,387049.08,Active,2023-03-05,,2023-03-05,19
985,220611559863,Savings,64066.26,Active,2019-11-14,,2019-11-14,20
816,787207755998,Savings,401426.99,Active,2025-10-07,,2025-10-07,8
505,696111763429,Salary,11201.54,Active,2018-12-16,,2018-12-16,7
128,362483422274,Premium,3444879.99,Active,2022-11-16,,2022-11-16,1
837,537819695516,Salary,13317.67,Active,2023-11-21,,2023-11-21,15
299,926596195995,Savings,51061.75,Active,2021-06-16,,2021-06-16,9
952,120763219864,Savings,71458.77,Active,2022-12-09,,2022-12-09,11
642,480508358962,Current,1073896.92,Active,2025-02-18,,2025-02-18,11
605,511514680880,Savings,71199.07,Active,2022-09-30,,2022-09-30,2
890,787378763974,Savings,322758.2,Inactive,2024-01-23,,2024-01-23,9
222,934032059822,Current,1209828.4,Active,2023-11-07,,2023-11-07,13
324,180007677561,Savings,313903.8,Active,2021-10-07,,2021-10-07,3
913,930739294994,Savings,399433.44,Active,2026-04-11,,2026-04-11,7
178,147389438683,Premium,3604655.19,Active,2025-11-08,,2025-11-08,4
537,603788331829,Savings,402087.25,Active,2019-05-15,,2019-05-15,18
493,576979129505,Savings,136484.67,Active,2021-08-12,,2021-08-12,18
427,457418454521,Savings,213735.37,Active,2026-07-13,,2026-07-13,19
146,204805130992,Salary,74291.12,Active,2020-06-25,,2020-06-25,20
378,745922799686,Current,811673.42,Active,2024-01-23,,2024-01-23,18
878,262404310749,Salary,723.9,Closed,2022-02-01,2023-06-16,2022-02-01,20
290,638962899797,Savings,238597.32,Active,2018-07-22,,2018-07-22,4
352,826487186763,Salary,23623.36,Active,2021-04-14,,2021-04-14,12
821,297359623229,Savings,227455.91,Active,2019-09-25,,2019-09-25,20
985,493924981093,Premium,3081682.25,Active,2026-04-07,,2026-04-07,7
488,939699792707,Current,1332054.88,Active,2024-01-20,,2024-01-20,16
326,550565293468,Savings,291743.34,Active,2020-02-05,,2020-02-05,13
571,956351645657,Salary,175093.26,Active,2020-10-20,,2020-10-20,9
209,806021382079,Savings,156208.95,Active,2019-11-21,,2019-11-21,14
593,219121020059,Savings,62669.02,Active,2025-10-23,,2025-10-23,8
533,792735149885,Savings,373521.69,Active,2021-06-06,,2021-06-06,18
496,264200059108,Savings,463686.43,Frozen,2020-09-15,,2020-09-15,15
406,824251630222,Savings,78674.1,Active,2023-08-20,,2023-08-20,10
633,525012175131,Savings,38622.84,Active,2018-04-07,,2018-04-07,20
209,177999458779,Savings,164528.35,Active,2023-01-15,,2023-01-15,11
212,589104077975,Savings,161565.21,Active,2025-06-01,,2025-06-01,9
55,675789084054,Savings,268685.29,Active,2018-02-02,,2018-02-02,7
604,953506134125,Savings,385515.56,Active,2023-01-27,,2023-01-27,6
422,613694150580,Savings,147599.62,Active,2023-03-21,,2023-03-21,11
563,900114811629,Savings,385993.69,Active,2019-05-08,,2019-05-08,6
287,128343614219,Savings,57083.64,Active,2022-01-20,,2022-01-20,19
495,562261512453,Salary,117772.65,Active,2019-08-18,,2019-08-18,19
129,670098647030,Savings,39110.12,Inactive,2024-06-22,,2024-06-22,10
714,882849599275,Premium,3563366.61,Active,2021-03-03,,2021-03-03,19
629,253350323205,Savings,456797.17,Active,2024-08-07,,2024-08-07,19
9,190828242551,Current,397732.33,Inactive,2026-02-19,,2026-02-19,5
330,360678087485,Savings,162560.09,Active,2018-12-21,,2018-12-21,2
142,139713855140,Salary,134374.64,Inactive,2025-07-30,,2025-07-30,2
809,926330822980,Salary,90095.85,Active,2022-09-03,,2022-09-03,3
565,563669154699,Current,1693524.89,Active,2023-03-22,,2023-03-22,12
428,242932631070,Savings,71203.83,Active,2020-06-28,,2020-06-28,5
719,351716520482,Premium,4396855.74,Frozen,2020-07-10,,2020-07-10,18
646,764196362426,Salary,714.79,Closed,2025-10-05,2026-08-13,2025-10-05,2
499,839058313456,Savings,78654.42,Active,2024-07-17,,2024-07-17,7
143,215716269823,Savings,245053.51,Active,2023-06-12,,2023-06-12,20
765,101979601125,Salary,17960.83,Active,2023-02-19,,2023-02-19,6
149,805803792617,Savings,182908.31,Active,2026-01-31,,2026-01-31,14
454,297314002100,Savings,340803.65,Inactive,2022-08-07,,2022-08-07,5
126,597509397217,Salary,9362.36,Active,2021-03-05,,2021-03-05,18
262,614101104486,Savings,186597.05,Active,2021-06-03,,2021-06-03,2
926,833106810912,Premium,4973750.31,Active,2025-04-11,,2025-04-11,15
191,154070010362,Salary,182052.11,Active,2019-03-14,,2019-03-14,9
750,927963116487,Savings,277950.07,Inactive,2026-05-14,,2026-05-14,9
199,554666311856,Savings,159053.56,Active,2026-02-28,,2026-02-28,20
258,701031448021,Salary,193663.39,Active,2025-12-01,,2025-12-01,11
51,605168578777,Savings,332855.48,Active,2018-03-05,,2018-03-05,4
557,470987652770,Current,1635155.77,Active,2019-12-03,,2019-12-03,1
707,513656997824,Savings,91852.65,Active,2021-05-24,,2021-05-24,16
638,271263243097,Savings,39666.13,Active,2024-01-27,,2024-01-27,3
635,558570086029,Savings,111474.2,Inactive,2019-02-20,,2019-02-20,8
354,298814740693,Salary,152175.28,Active,2022-09-19,,2022-09-19,13
397,838684400616,Premium,2711905.15,Active,2021-07-12,,2021-07-12,5
51,797966424494,Savings,28733.91,Active,2021-06-27,,2021-06-27,11
593,886419615527,Savings,452426.6,Active,2022-05-27,,2022-05-27,9
507,742173852739,Current,1229030.22,Active,2022-06-08,,2022-06-08,16
268,956717362457,Savings,54315.87,Active,2025-10-04,,2025-10-04,6
706,150895403452,Savings,83742.61,Active,2022-02-02,,2022-02-02,13
943,565091030495,Savings,67750.7,Active,2021-10-27,,2021-10-27,10
901,419396109165,Savings,419189.3,Active,2020-11-09,,2020-11-09,9
588,576351024930,Savings,66644.2,Active,2019-02-17,,2019-02-17,4
3,272209020410,Savings,35966.35,Inactive,2026-05-24,,2026-05-24,8
684,321555960267,Savings,405.76,Closed,2023-04-20,2026-06-23,2023-04-20,19
565,366236864940,Savings,79050.89,Active,2019-05-21,,2019-05-21,1
866,810121384976,Salary,144622.78,Active,2022-08-19,,2022-08-19,2
946,198257688328,Current,508971.83,Active,2022-09-27,,2022-09-27,4
622,262657350225,Savings,233023.27,Active,2020-10-27,,2020-10-27,20
583,280613179344,Savings,75449.43,Active,2023-09-05,,2023-09-05,9
680,685416275027,Premium,3503373.15,Active,2026-05-14,,2026-05-14,4
109,817704597169,Savings,238961.74,Active,2023-02-05,,2023-02-05,11
529,995041762828,Savings,456068.34,Active,2025-10-24,,2025-10-24,9
524,713740943112,Savings,221827.61,Active,2020-06-25,,2020-06-25,4
781,396221291660,Current,1570367.47,Active,2024-05-01,,2024-05-01,4
831,474434885972,Savings,140284.47,Active,2020-02-26,,2020-02-26,9
700,290114836196,Current,1037342.43,Active,2024-06-03,,2024-06-03,20
726,237857551947,Savings,326740.74,Active,2018-11-29,,2018-11-29,14
954,919321802666,Savings,164864.76,Active,2019-07-13,,2019-07-13,6
208,375070941143,Savings,471024.94,Active,2019-01-27,,2019-01-27,19
712,587697507165,Premium,1438827.65,Active,2018-02-25,,2018-02-25,5
954,166205793710,Savings,74903.19,Active,2025-08-18,,2025-08-18,15
64,788910170907,Savings,371251.67,Active,2025-08-31,,2025-08-31,10
29,747782205348,Current,286.78,Closed,2022-06-30,2026-02-23,2022-06-30,16
64,811038279047,Savings,1373.51,Active,2024-03-25,,2024-03-25,20
340,499937494522,Savings,43207.39,Active,2026-04-12,,2026-04-12,8
303,606868237626,Savings,429408.8,Active,2024-10-30,,2024-10-30,6
936,947932051276,Current,1067755.77,Active,2021-11-15,,2021-11-15,13
669,134535209915,Savings,178798.53,Active,2023-12-08,,2023-12-08,3
749,606431879175,Savings,68000.84,Active,2021-05-22,,2021-05-22,1
342,149682297276,Savings,284.14,Closed,2021-09-23,2022-07-28,2021-09-23,2
87,405681390750,Savings,87713.3,Active,2018-02-22,,2018-02-22,9
427,745488963604,Savings,328270.02,Active,2019-09-23,,2019-09-23,20
696,179473155857,Savings,181351.99,Active,2020-12-28,,2020-12-28,18
94,221182024774,Savings,368763.42,Active,2026-01-20,,2026-01-20,6
414,964522793080,Salary,47397.45,Active,2024-02-02,,2024-02-02,1
664,772607596629,Savings,15437.71,Active,2019-04-26,,2019-04-26,10
656,786173902088,Savings,308794.69,Active,2019-02-24,,2019-02-24,1
420,546018998292,Current,1778258.86,Active,2026-04-17,,2026-04-17,19
208,650477979102,Savings,11044.85,Active,2022-02-17,,2022-02-17,13
828,727599808128,Savings,5781.87,Active,2025-07-10,,2025-07-10,12
586,804382798706,Savings,67494.34,Active,2021-01-11,,2021-01-11,13
492,804979345602,Current,476936.17,Active,2025-02-17,,2025-02-17,9
597,173627723930,Savings,101916.92,Active,2026-02-22,,2026-02-22,14
796,229010494374,Salary,947.28,Closed,2025-12-01,2026-08-13,2025-12-01,11
266,177762104341,Savings,185936.86,Active,2023-09-12,,2023-09-12,20
101,729619587837,Savings,109912.71,Active,2018-01-25,,2018-01-25,5
43,399226817878,Savings,431987.12,Active,2019-07-12,,2019-07-12,8
579,325952731938,Savings,148424.16,Active,2022-04-13,,2022-04-13,20
359,810483870163,Savings,475415.1,Active,2019-10-11,,2019-10-11,2
272,508196978720,Savings,73228.29,Active,2022-08-25,,2022-08-25,15
102,528872033393,Salary,88377.23,Active,2019-03-01,,2019-03-01,6
893,607442491852,Savings,206893.98,Active,2023-06-18,,2023-06-18,13
461,282977473729,Savings,106154.98,Active,2022-11-12,,2022-11-12,14
254,527657341684,Current,1556657.54,Active,2022-03-22,,2022-03-22,5
550,429400235766,Savings,143063.8,Active,2025-04-11,,2025-04-11,12
177,905889223021,Savings,385753.35,Active,2022-07-02,,2022-07-02,5
97,651642854245,Savings,352202.96,Inactive,2026-03-15,,2026-03-15,17
867,740667948407,Salary,75816.84,Active,2020-12-09,,2020-12-09,10
372,147378458844,Savings,357350.35,Active,2023-08-17,,2023-08-17,11
955,769373156429,Current,671615.19,Active,2018-11-23,,2018-11-23,2
973,517769641941,Savings,489829.3,Active,2021-07-29,,2021-07-29,6
651,792392426933,Savings,395747.99,Active,2023-02-09,,2023-02-09,7
15,181337707966,Savings,30434.95,Active,2019-10-19,,2019-10-19,20
182,697138711267,Savings,220858.8,Active,2023-06-07,,2023-06-07,11
416,303059725904,Savings,154855.25,Active,2019-10-25,,2019-10-25,2
742,330078849342,Savings,191329.39,Active,2024-08-20,,2024-08-20,13
800,667176234086,Current,1668543.11,Active,2022-05-23,,2022-05-23,11
459,893702021951,Current,534340.0,Active,2021-08-25,,2021-08-25,6
407,204922987214,Current,1325572.88,Active,2020-04-17,,2020-04-17,18
466,520698504866,Savings,258020.01,Active,2022-07-13,,2022-07-13,3
425,461825676783,Savings,499125.68,Active,2018-07-27,,2018-07-27,13
505,766491830902,Savings,443946.39,Active,2019-08-13,,2019-08-13,5
190,767462816916,Savings,328626.26,Active,2020-02-03,,2020-02-03,4
861,309138059430,Savings,300453.83,Active,2023-03-22,,2023-03-22,14
951,374782647515,Current,719336.54,Active,2024-07-24,,2024-07-24,16
158,188395471771,Premium,826660.33,Active,2024-08-01,,2024-08-01,4
191,636505854097,Savings,417191.85,Active,2025-12-25,,2025-12-25,11
932,702277393681,Savings,74959.53,Active,2018-01-28,,2018-01-28,4
44,362387538194,Salary,7120.91,Active,2024-06-28,,2024-06-28,16
74,278817791228,Salary,22140.04,Active,2022-10-01,,2022-10-01,2
53,580768464795,Savings,176262.52,Active,2023-01-29,,2023-01-29,18
837,205256437493,Savings,12354.53,Active,2021-07-09,,2021-07-09,8
802,508496533088,Current,1200890.52,Active,2020-07-01,,2020-07-01,15
44,307503775886,Salary,161771.96,Active,2022-04-22,,2022-04-22,3
21,442609526543,Current,466582.08,Active,2018-07-27,,2018-07-27,1
443,895691766012,Savings,372697.28,Active,2021-07-21,,2021-07-21,10
299,930523671086,Current,535432.93,Active,2023-06-15,,2023-06-15,13
475,389875040653,Savings,343814.19,Active,2018-08-20,,2018-08-20,12
295,631442527609,Savings,329282.61,Active,2022-08-08,,2022-08-08,5
547,221175736192,Savings,214035.57,Active,2024-05-20,,2024-05-20,14
16,168850485980,Savings,794.76,Closed,2021-06-19,2021-08-19,2021-06-19,3
438,148225343984,Salary,98360.65,Active,2025-08-17,,2025-08-17,13
125,145091877111,Savings,30493.19,Active,2018-01-25,,2018-01-25,20
331,198421140152,Savings,488833.46,Active,2021-11-13,,2021-11-13,14
16,349464535038,Current,719795.87,Active,2019-02-16,,2019-02-16,18
376,565436921759,Savings,203871.49,Active,2021-11-09,,2021-11-09,13
112,301520652096,Current,970673.67,Active,2021-02-22,,2021-02-22,3
505,186661188685,Savings,80432.91,Inactive,2025-10-24,,2025-10-24,12
912,687749597131,Savings,378270.64,Inactive,2018-02-17,,2018-02-17,2
273,103460794634,Savings,316387.51,Active,2024-02-27,,2024-02-27,9
809,206679835456,Savings,288647.2,Active,2019-05-30,,2019-05-30,2
842,112059799585,Savings,148254.68,Active,2020-08-31,,2020-08-31,6
87,392065849987,Savings,122982.59,Active,2023-07-30,,2023-07-30,8
990,602213927289,Savings,393057.57,Active,2022-03-24,,2022-03-24,16
30,752883130203,Savings,99607.36,Active,2020-05-23,,2020-05-23,1
785,184731708622,Savings,464674.86,Active,2026-04-30,,2026-04-30,18
716,983555650870,Current,1757994.81,Active,2021-09-12,,2021-09-12,2
468,392883351923,Savings,464694.21,Active,2020-06-06,,2020-06-06,20
499,423454680144,Savings,74549.85,Active,2020-08-10,,2020-08-10,3
15,578274916124,Savings,113807.8,Active,2022-05-24,,2022-05-24,5
636,341523090965,Current,1202226.21,Active,2018-01-10,,2018-01-10,9
869,871844467320,Savings,35982.5,Active,2023-04-19,,2023-04-19,18
352,963039384641,Savings,86103.79,Active,2021-07-19,,2021-07-19,2
230,694015729806,Current,195498.48,Active,2024-08-12,,2024-08-12,8
493,949936619717,Savings,31014.65,Active,2021-01-06,,2021-01-06,4
523,429248814501,Savings,209454.12,Active,2019-01-10,,2019-01-10,20
572,652571998026,Savings,30131.86,Active,2022-04-10,,2022-04-10,13
478,189626266195,Savings,290711.41,Active,2019-05-06,,2019-05-06,18
230,860035577788,Savings,177256.42,Active,2018-02-10,,2018-02-10,1
41,286894227707,Salary,172465.44,Active,2018-05-11,,2018-05-11,7
906,737117782493,Savings,256729.44,Active,2022-03-27,,2022-03-27,12
984,781957820084,Savings,170427.9,Active,2024-11-06,,2024-11-06,5
595,432621209702,Savings,323019.99,Active,2018-01-13,,2018-01-13,18
379,976093666605,Savings,379360.15,Active,2021-04-11,,2021-04-11,13
917,115196753122,Savings,493461.08,Inactive,2021-09-27,,2021-09-27,2
145,923663098221,Salary,27913.52,Active,2024-03-03,,2024-03-03,14
624,817523747002,Savings,310989.0,Active,2019-03-24,,2019-03-24,12
846,183368692228,Savings,495375.87,Active,2023-05-05,,2023-05-05,1
155,902582852154,Savings,59262.82,Inactive,2020-06-10,,2020-06-10,12
635,850730373102,Savings,319674.47,Active,2018-01-03,,2018-01-03,12
835,269043887666,Savings,365606.84,Active,2025-11-13,,2025-11-13,3
207,312224736166,Savings,115760.25,Active,2024-11-18,,2024-11-18,1
601,267614886190,Current,271651.06,Active,2020-04-28,,2020-04-28,7
93,885734377829,Current,475948.25,Active,2024-10-11,,2024-10-11,14
474,527746405015,Current,405956.87,Active,2019-07-13,,2019-07-13,20
729,956986436601,Current,1173096.89,Active,2018-08-25,,2018-08-25,19
929,911635941817,Current,882905.71,Active,2023-11-25,,2023-11-25,10
607,747140603663,Savings,353357.93,Frozen,2022-01-05,,2022-01-05,6
468,941576304158,Savings,46119.0,Active,2022-11-05,,2022-11-05,20
287,401291177160,Salary,12.96,Closed,2022-04-17,2024-03-02,2022-04-17,17
653,245229340037,Salary,76816.64,Active,2021-02-23,,2021-02-23,15
186,277266396284,Savings,91596.54,Active,2022-03-12,,2022-03-12,3
820,672631767508,Savings,455637.18,Active,2023-02-11,,2023-02-11,6
236,903996991089,Savings,202631.53,Frozen,2025-03-15,,2025-03-15,14
471,300749186161,Current,392070.27,Active,2020-06-20,,2020-06-20,15
412,683210256214,Savings,374067.8,Active,2023-04-22,,2023-04-22,3
621,679401156609,Savings,21004.23,Active,2019-09-28,,2019-09-28,2
489,958409470319,Current,21749.6,Active,2022-12-16,,2022-12-16,6
126,635109424177,Savings,387156.56,Active,2020-06-05,,2020-06-05,8
462,299096833947,Savings,386792.13,Active,2019-04-29,,2019-04-29,5
154,897541694314,Savings,39234.99,Active,2018-03-30,,2018-03-30,9
982,367466591753,Savings,148849.97,Active,2019-05-02,,2019-05-02,4
203,326143534304,Savings,140773.97,Active,2018-01-04,,2018-01-04,1
562,278721061207,Current,1837912.86,Active,2023-11-02,,2023-11-02,9
822,486430764810,Current,1576221.72,Active,2024-07-23,,2024-07-23,14
609,666185568640,Premium,4932158.33,Active,2021-09-12,,2021-09-12,20
305,685884519425,Savings,28572.89,Active,2025-04-08,,2025-04-08,16
291,525554430408,Savings,299167.87,Active,2025-02-01,,2025-02-01,1
184,923517251170,Savings,460831.38,Active,2025-12-14,,2025-12-14,11
60,848169024883,Savings,195738.67,Active,2018-11-25,,2018-11-25,20
547,326749952315,Current,743029.49,Active,2020-10-06,,2020-10-06,3
114,603020789801,Savings,167927.25,Frozen,2019-11-26,,2019-11-26,11
251,643140378881,Current,1461573.46,Active,2026-03-06,,2026-03-06,11
33,924004336670,Savings,418723.05,Active,2021-06-09,,2021-06-09,9
35,399802067644,Savings,456217.82,Active,2021-11-01,,2021-11-01,4
515,892827059197,Salary,170738.6,Active,2023-12-06,,2023-12-06,13
682,456625893767,Savings,440295.21,Inactive,2025-11-27,,2025-11-27,15
507,535193574745,Salary,71330.62,Active,2023-02-07,,2023-02-07,13
690,488023105091,Current,1046822.4,Active,2022-02-11,,2022-02-11,5
202,127694704760,Savings,409099.49,Active,2024-06-03,,2024-06-03,13
605,708274520061,Salary,38460.5,Active,2020-09-22,,2020-09-22,5
204,338420820767,Salary,81693.53,Active,2023-08-21,,2023-08-21,13
145,996164450230,Current,1070983.59,Active,2023-01-22,,2023-01-22,3
179,343278182806,Savings,215692.29,Active,2025-07-30,,2025-07-30,10
625,556374853565,Savings,299883.61,Active,2018-03-04,,2018-03-04,4
872,836714043257,Savings,214967.22,Active,2019-12-12,,2019-12-12,15
452,804387937540,Savings,419007.19,Active,2024-08-25,,2024-08-25,17
51,449577947203,Savings,334116.17,Active,2020-04-30,,2020-04-30,4
790,690427046891,Savings,286112.08,Active,2020-10-07,,2020-10-07,17
306,302151657692,Savings,70888.16,Active,2020-02-03,,2020-02-03,18
434,482090239990,Savings,493391.65,Active,2020-06-11,,2020-06-11,12
287,423173284815,Savings,696.42,Closed,2021-09-07,2023-07-26,2021-09-07,16
19,601515441865,Salary,137404.96,Active,2022-04-04,,2022-04-04,8
159,240900116039,Current,1552378.99,Active,2021-07-05,,2021-07-05,13
892,915842279193,Savings,399011.68,Active,2020-11-07,,2020-11-07,4
844,777745553661,Savings,246926.89,Active,2020-01-21,,2020-01-21,6
451,699916262898,Savings,189089.98,Active,2021-05-09,,2021-05-09,6
769,116671350325,Savings,127828.46,Active,2020-06-21,,2020-06-21,6
669,434851123676,Salary,186240.47,Active,2026-06-22,,2026-06-22,9
107,615575416270,Current,1196909.83,Active,2022-11-14,,2022-11-14,20
409,782059216376,Savings,158546.03,Active,2024-06-01,,2024-06-01,5
370,744871928300,Savings,104295.39,Active,2018-04-07,,2018-04-07,16
296,382368949650,Savings,247.19,Closed,2024-01-06,2025-02-13,2024-01-06,12
207,220434518990,Savings,14461.59,Active,2018-07-18,,2018-07-18,17
259,474969599182,Savings,218893.71,Active,2022-01-19,,2022-01-19,15
241,317309033538,Savings,300333.5,Active,2024-05-03,,2024-05-03,12
356,275591411001,Savings,152427.91,Active,2022-04-18,,2022-04-18,12
847,161336530658,Savings,439355.74,Active,2024-05-01,,2024-05-01,14
798,862805684978,Savings,16936.6,Active,2019-06-06,,2019-06-06,4
321,362304988691,Savings,423502.86,Active,2025-03-15,,2025-03-15,16
332,713355557993,Savings,259244.04,Active,2022-01-08,,2022-01-08,14
838,428380733980,Savings,358114.54,Active,2022-05-08,,2022-05-08,6
435,956863008193,Savings,439732.83,Active,2021-10-08,,2021-10-08,6
344,342848356122,Current,1226473.02,Active,2024-05-27,,2024-05-27,8
381,989031935272,Savings,322106.12,Active,2024-09-30,,2024-09-30,1
468,508637503688,Salary,39302.78,Active,2023-01-26,,2023-01-26,10
923,739822549280,Savings,283182.34,Active,2024-08-18,,2024-08-18,8
841,891120209326,Salary,117340.75,Active,2023-04-01,,2023-04-01,14
254,502687139831,Savings,475705.32,Active,2022-09-09,,2022-09-09,15
822,324837995793,Premium,299404.71,Frozen,2018-03-24,,2018-03-24,3
510,644862681209,Savings,429183.45,Active,2024-10-17,,2024-10-17,8
816,759010093239,Current,387211.34,Active,2021-01-09,,2021-01-09,19
887,780171481328,Current,754018.51,Active,2019-04-11,,2019-04-11,8
916,493859770516,Savings,161530.37,Active,2019-06-01,,2019-06-01,9
843,782284044829,Savings,4803.15,Active,2019-11-11,,2019-11-11,8
457,113182334274,Savings,128014.41,Frozen,2020-01-01,,2020-01-01,9
651,286153111161,Savings,404710.32,Active,2026-05-16,,2026-05-16,13
534,380970184974,Savings,212979.48,Active,2024-09-12,,2024-09-12,13
742,805922357808,Premium,3827353.45,Active,2024-08-31,,2024-08-31,4
590,791196192982,Savings,76357.97,Active,2023-08-17,,2023-08-17,3
865,468925942148,Salary,63974.54,Active,2019-01-24,,2019-01-24,14
255,812434973896,Savings,314652.36,Active,2022-02-13,,2022-02-13,8
276,233582061833,Premium,1870676.17,Active,2018-06-13,,2018-06-13,12
665,284512651394,Current,50189.01,Active,2021-05-06,,2021-05-06,6
608,747568869748,Savings,142071.03,Active,2022-07-19,,2022-07-19,16
71,849726443778,Savings,113963.68,Active,2022-01-15,,2022-01-15,5
599,974415122769,Savings,86124.19,Active,2025-01-26,,2025-01-26,1
525,492969871762,Current,1609607.98,Active,2021-03-05,,2021-03-05,8
570,603930357123,Savings,400067.02,Active,2018-10-20,,2018-10-20,19
282,101164310390,Savings,24846.71,Active,2024-08-23,,2024-08-23,13
867,389899111242,Savings,415387.48,Active,2025-06-21,,2025-06-21,8
339,654454407945,Salary,82381.69,Active,2019-11-17,,2019-11-17,12
730,430165081065,Savings,349149.77,Active,2025-05-22,,2025-05-22,12
202,502768015786,Savings,71740.74,Active,2018-10-18,,2018-10-18,3
