account_id,card_number,card_holder_name,card_type,card_network,issue_date,expiry_date,card_status,daily_limit,international_usage,contactless_enabled,created_at,block_reason
79,4419879565511902,WARDA CHOKSHI,Debit,Mastercard,2023-04-07,2026-04-07,Expired,50000,0,0,2023-04-07,Card Expired
481,4248685576626552,NIKITA BATTA,Debit,RuPay,2022-08-01,2025-08-01,Expired,150000,0,0,2022-08-01,Card Expired
846,4183396222879226,GAURI SINGHAL,Debit,RuPay,2024-01-24,2029-01-24,Active,200000,0,1,2024-01-24,
1084,4491785011621652,JASON CHANA,Debit,RuPay,2021-02-10,2026-02-10,Expired,150000,1,1,2021-02-10,Card Expired
403,4976185174501481,VASATIKA DEEP,Debit,Mastercard,2026-03-03,2029-03-03,Active,150000,1,1,2026-03-03,
1099,4545270270923916,GUNEET BHATT,Virtual,RuPay,2022-06-07,2027-06-07,Expired,10000,1,0,2022-06-07,Card Expired
1263,4296281057245713,GUNEET DANI,Debit,RuPay,2022-12-06,2027-12-06,Active,100000,1,1,2022-12-06,
1023,4070351090771753,ABEER RAMAN,Debit,RuPay,2022-11-19,2025-11-19,Expired,25000,1,1,2022-11-19,Card Expired
392,4894729710959745,FALGUNI DE,Debit,Mastercard,2022-06-19,2026-06-19,Expired,100000,0,0,2022-06-19,Card Expired
561,4027211777458386,KEYA KAKAR,Credit,RuPay,2025-08-26,2028-08-26,Hotlisted,150000,0,1,2025-08-26,Card Reported Lost
1168,4566994096035196,ISHAAN MUTTI,Debit,RuPay,2021-02-03,2026-02-03,Expired,50000,0,1,2021-02-03,Card Expired
538,4865695392181354,JATIN MANN,Debit,Mastercard,2021-03-03,2025-03-03,Expired,100000,1,1,2021-03-03,Card Expired
1207,4608403780009833,WATIKA DUA,Debit,RuPay,2022-07-25,2026-07-25,Expired,25000,1,1,2022-07-25,Card Expired
545,4497665553769114,RACHIT SANGHA,Credit,RuPay,2022-10-28,2027-10-28,Active,500000,0,0,2022-10-28,
746,4313116763743758,OJASVI BATRA,Debit,Mastercard,2024-09-13,2027-09-13,Active,25000,0,1,2024-09-13,
1039,4480735333394849,MICHAEL PANDIT,Virtual,Mastercard,2022-05-29,2027-05-29,Active,10000,0,1,2022-05-29,
1465,4802347365131549,QASIM TRIPATHI,Debit,Visa,2024-07-05,2027-07-05,Active,100000,0,1,2024-07-05,
461,4329476265285662,FARIS ANAND,Debit,Visa,2022-01-14,2026-01-14,Expired,50000,1,1,2022-01-14,Card Expired
396,4820766455667224,CHAAYA TANK,Debit,Mastercard,2024-05-16,2029-05-16,Active,25000,0,1,2024-05-16,
263,4443894085942270,GAYATHRI BHATT,Debit,Visa,2023-04-01,2027-04-01,Active,50000,0,1,2023-04-01,
18,4653793331313172,EDHITHA DESAI,Prepaid,Visa,2023-11-13,2027-11-13,Active,10000,0,0,2023-11-13,
1253,4705138698783067,JONATHAN NAGARAJAN,Prepaid,RuPay,2025-11-19,2029-11-19,Active,10000,0,0,2025-11-19,
213,4380701640282394,FARIQ SULE,Debit,Visa,2023-06-08,2028-06-08,Active,150000,0,1,2023-06-08,
853,4906315047191921,PRATYUSH MINHAS,Credit,Visa,2023-09-04,2028-09-04,Active,200000,0,1,2023-09-04,
86,4237231144567105,SUHANI BANERJEE,Prepaid,Mastercard,2023-11-26,2027-11-26,Active,25000,0,1,2023-11-26,
257,4072397384649130,DALAJA BAKSHI,Credit,RuPay,2023-08-26,2027-08-26,Active,500000,0,1,2023-08-26,
408,4149859145429279,ANIKA MANNE,Debit,Visa,2023-05-18,2026-05-18,Expired,200000,0,1,2023-05-18,Card Expired
1211,4173218161723247,JEREMIAH LAL,Debit,RuPay,2023-03-28,2026-03-28,Expired,150000,0,1,2023-03-28,Card Expired
535,4606107528195129,EKBAL ANAND,Debit,Mastercard,2026-03-05,2029-03-05,Active,100000,0,0,2026-03-05,
1229,4740141746077394,WAZIR DEO,Debit,Visa,2021-03-30,2026-03-30,Expired,150000,1,1,2021-03-30,Card Expired
1004,4112155854199491,SIMON KANDA,Debit,Visa,2022-11-25,2026-11-25,Active,100000,0,1,2022-11-25,
1280,4843800750283569,LOPA MOHAN,Credit,Visa,2024-10-08,2028-10-08,Active,50000,0,1,2024-10-08,
1485,4817384285911408,ATHARV GOPAL,Debit,Visa,2022-04-19,2026-04-19,Expired,100000,0,1,2022-04-19,Card Expired
1457,4621956862822355,JHALAK GANGULY,Prepaid,Mastercard,2021-07-28,2026-07-28,Expired,25000,0,1,2021-07-28,Card Expired
803,4669926254714466,AMARA BEDI,Debit,Mastercard,2021-07-02,2024-07-02,Expired,75000,0,1,2021-07-02,Card Expired
63,4897566014292482,WILLIAM GOLE,Credit,Visa,2021-10-13,2024-10-13,Expired,200000,0,1,2021-10-13,Card Expired
1075,4197862896756497,BRINDA KADE,Debit,RuPay,2023-04-25,2026-04-25,Expired,25000,0,0,2023-04-25,Card Expired
127,4500852181133891,ARIN THAKUR,Debit,RuPay,2026-05-13,2031-05-13,Active,50000,0,0,2026-05-13,
958,4237709810291437,ORINDER VARMA,Prepaid,Mastercard,2021-07-22,2026-07-22,Expired,25000,0,1,2021-07-22,Card Expired
750,4411486178487059,MAHIKA BATTA,Debit,Visa,2022-12-26,2025-12-26,Expired,150000,0,1,2022-12-26,Card Expired
971,4923652815981753,SHIVANSH CHADHA,Credit,Visa,2023-09-05,2028-09-05,Active,500000,0,1,2023-09-05,
717,4556520336571444,ELIJAH LAD,Debit,Visa,2022-01-09,2026-01-09,Expired,100000,1,1,2022-01-09,Card Expired
966,4471594644295053,ISHANI GOSWAMI,Credit,RuPay,2024-02-29,2028-02-29,Active,500000,0,0,2024-02-29,
391,4747755244986335,SHAURYA DASH,Debit,Visa,2022-04-18,2025-04-18,Expired,100000,0,1,2022-04-18,Card Expired
969,4196328948758263,PAHAL NAGARAJAN,Debit,RuPay,2022-12-15,2025-12-15,Expired,25000,0,1,2022-12-15,Card Expired
1020,4781239537739577,EKANI HEGDE,Credit,RuPay,2025-07-15,2028-07-15,Active,300000,0,1,2025-07-15,
53,4937519655695478,RAYAAN BALAN,Credit,Visa,2024-12-29,2027-12-29,Inactive,200000,0,1,2024-12-29,
204,4561739171106012,BAKHSHI RAY,Prepaid,RuPay,2021-12-10,2024-12-10,Expired,25000,0,1,2021-12-10,Card Expired
780,4334165169546349,GAURAV RAU,Debit,Mastercard,2024-03-19,2028-03-19,Active,75000,0,1,2024-03-19,
629,4906988476084372,RACHITA TAILOR,Debit,Visa,2021-01-28,2025-01-28,Expired,50000,0,1,2021-01-28,Card Expired
365,4385960298223362,DEVIKA PRABHU,Prepaid,RuPay,2022-04-15,2025-04-15,Expired,10000,0,1,2022-04-15,Card Expired
1475,4500662560564669,HIRAL MADAN,Debit,Visa,2024-01-17,2028-01-17,Active,100000,0,1,2024-01-17,
37,4333655149359941,AVI GANESH,Credit,Mastercard,2024-10-12,2029-10-12,Expired,150000,1,1,2024-10-12,Card Expired
403,4535692553992616,AARNAV GOYAL,Debit,Visa,2023-11-20,2028-11-20,Active,75000,0,1,2023-11-20,
956,4572391585964420,CHARVI PAU,Credit,RuPay,2025-12-22,2028-12-22,Active,50000,0,1,2025-12-22,
543,4293187316509854,TURVI DYAL,Debit,Mastercard,2022-04-04,2025-04-04,Expired,150000,0,0,2022-04-04,Card Expired
1281,4830944455754279,VASANA PARIKH,Debit,Visa,2022-07-23,2027-07-23,Active,200000,1,1,2022-07-23,
1230,4693512698785271,UCCHAL BAKSHI,Virtual,Mastercard,2026-02-01,2030-02-01,Active,25000,0,1,2026-02-01,
850,4194369327493733,AZAD PRADHAN,Debit,Visa,2023-10-24,2027-10-24,Active,75000,0,1,2023-10-24,
1412,4624174714686434,ANSH DOCTOR,Debit,Visa,2021-09-01,2024-09-01,Expired,25000,0,1,2021-09-01,Card Expired
703,4736430588865595,NIDRA SANKAR,Debit,Mastercard,2024-01-26,2027-01-26,Active,150000,0,1,2024-01-26,
203,4567710339193079,NIHARIKA BHARDWAJ,Debit,Visa,2023-03-16,2028-03-16,Active,150000,0,1,2023-03-16,
820,4426674981677006,JANYA NANDA,Debit,RuPay,2023-07-16,2026-07-16,Expired,50000,0,1,2023-07-16,Card Expired
557,4016254030629646,FALGUNI KOTHARI,Debit,Visa,2021-05-27,2025-05-27,Expired,75000,0,1,2021-05-27,Card Expired
877,4918444591354307,VEDANT YOGI,Debit,Visa,2023-06-30,2027-06-30,Active,50000,0,1,2023-06-30,
225,4295730114128398,ANMOL BARMAN,Debit,Mastercard,2021-04-03,2026-04-03,Expired,25000,0,1,2021-04-03,Card Expired
820,4748883315664745,VINCENT LOKE,Debit,RuPay,2021-10-20,2024-10-20,Expired,100000,0,0,2021-10-20,Card Expired
1403,4003886884928773,EKBAL SHARMA,Debit,Visa,2023-06-24,2028-06-24,Active,100000,0,1,2023-06-24,
246,4780105623616961,GAVIN KANDA,Virtual,Mastercard,2022-06-15,2026-06-15,Expired,25000,0,1,2022-06-15,Card Expired
329,4187414857322908,ETHAN CHOUDHURY,Debit,Mastercard,2022-02-06,2026-02-06,Expired,150000,0,0,2022-02-06,Card Expired
943,4329945750853508,TANISH KARPE,Credit,RuPay,2025-12-03,2030-12-03,Expired,150000,1,0,2025-12-03,Card Expired
37,4472725131048256,HARDIK DUA,Debit,Mastercard,2021-01-05,2024-01-05,Expired,25000,0,1,2021-01-05,Card Expired
1048,4534879983665504,ONI SRIVASTAVA,Prepaid,Mastercard,2025-03-02,2028-03-02,Inactive,25000,0,1,2025-03-02,
1157,4215872653173387,RYAN KARPE,Debit,Visa,2023-07-09,2026-07-09,Expired,75000,1,0,2023-07-09,Card Expired
221,4219675420612923,ARYA BHASIN,Prepaid,Visa,2024-04-25,2028-04-25,Active,75000,0,1,2024-04-25,
246,4589141728004220,EKAJA AGATE,Debit,RuPay,2024-05-03,2028-05-03,Blocked,150000,0,0,2024-05-03,Fraud Suspected
939,4289704221739788,UMANG MAND,Credit,Visa,2025-10-05,2028-10-05,Expired,500000,0,1,2025-10-05,Card Expired
753,4856641641509842,ADVAY VENKATARAMAN,Credit,Visa,2023-04-04,2027-04-04,Active,300000,0,1,2023-04-04,
1116,4382125115764200,WRIDESH DUTTA,Debit,Visa,2024-03-20,2029-03-20,Active,25000,0,1,2024-03-20,
673,4770746639554913,SIDDHARTH SHERE,Debit,Visa,2022-09-22,2026-09-22,Active,100000,0,1,2022-09-22,
692,4038257246872457,SHIVANI DORA,Debit,Mastercard,2024-07-11,2028-07-11,Active,25000,0,1,2024-07-11,
885,4125560345121128,LABAN CHAKRABARTI,Debit,Visa,2024-10-21,2029-10-21,Active,50000,0,0,2024-10-21,
23,4732666842437048,ALEXANDER SHERE,Debit,Mastercard,2025-08-18,2030-08-18,Active,200000,0,1,2025-08-18,
37,4144733120013774,EKTA CHAKRABARTI,Credit,RuPay,2025-08-20,2029-08-20,Active,300000,1,1,2025-08-20,
181,4944567987599413,RAJATA PAREKH,Debit,RuPay,2021-05-19,2025-05-19,Expired,150000,0,1,2021-05-19,Card Expired
906,4042738869029197,SAANVI RANDHAWA,Debit,RuPay,2022-10-07,2027-10-07,Active,100000,1,1,2022-10-07,
529,4455732871778109,JEREMIAH WALIA,Credit,Mastercard,2021-10-04,2024-10-04,Expired,100000,1,1,2021-10-04,Card Expired
1221,4639306211527846,JALSA PALLA,Prepaid,RuPay,2025-04-04,2029-04-04,Active,50000,0,1,2025-04-04,
186,4635131727397529,VASATIKA GARG,Debit,RuPay,2024-06-26,2028-06-26,Active,100000,0,1,2024-06-26,
297,4384350448782010,ISHA MITAL,Debit,Visa,2023-02-03,2026-02-03,Expired,150000,0,0,2023-02-03,Card Expired
56,4396754747847024,YASHICA CHADA,Debit,RuPay,2026-01-29,2030-01-29,Active,50000,0,0,2026-01-29,
1119,4848285768103947,ONKAR SWAMINATHAN,Debit,RuPay,2025-09-23,2028-09-23,Hotlisted,75000,0,1,2025-09-23,Security Risk
378,4371710277041565,SATHVIK SAHOTA,Credit,RuPay,2024-08-02,2027-08-02,Active,50000,1,1,2024-08-02,
1343,4299916110432038,DEVIKA BAWA,Virtual,Mastercard,2025-11-23,2028-11-23,Inactive,25000,0,1,2025-11-23,
627,4088873018295078,SAMAR GHOSE,Credit,Visa,2026-05-27,2031-05-27,Active,50000,0,1,2026-05-27,
1310,4554736214786432,HARSHIL GARG,Debit,Visa,2024-07-20,2029-07-20,Active,25000,0,1,2024-07-20,
1142,4808385655318056,CHAKRIKA BALA,Debit,Visa,2023-06-19,2027-06-19,Active,25000,0,1,2023-06-19,
408,4862618553893147,NIRJA DUBE,Debit,Visa,2021-01-20,2024-01-20,Expired,150000,0,1,2021-01-20,Card Expired
279,4536303353173488,UTKARSH KOSHY,Credit,RuPay,2024-02-26,2028-02-26,Active,500000,0,1,2024-02-26,
153,4353620417175662,CHATURA BAL,Debit,Visa,2025-04-29,2029-04-29,Active,50000,0,0,2025-04-29,
193,4063949737632718,JANANI MAHAJAN,Debit,Visa,2025-08-21,2029-08-21,Active,100000,0,1,2025-08-21,
565,4112768274302917,ESHANA AGGARWAL,Prepaid,Mastercard,2025-09-26,2028-09-26,Active,25000,0,1,2025-09-26,
547,4886842914541995,RIYA CHERIAN,Debit,Mastercard,2022-11-09,2025-11-09,Expired,75000,0,1,2022-11-09,Card Expired
1450,4149379119032231,RANVEER WALI,Debit,Mastercard,2024-11-01,2029-11-01,Hotlisted,75000,0,1,2024-11-01,Fraud Suspected
860,4137549058533693,DAMYANTI PAL,Debit,RuPay,2026-03-01,2029-03-01,Active,50000,0,1,2026-03-01,
493,4806711520909285,INDIRA LALA,Debit,RuPay,2023-07-11,2026-07-11,Expired,200000,0,1,2023-07-11,Card Expired
593,4893750014784091,AMARA BORDE,Credit,Mastercard,2024-12-07,2028-12-07,Active,300000,0,0,2024-12-07,
1360,4958846552339367,OMYA ATWAL,Prepaid,RuPay,2021-07-17,2025-07-17,Expired,25000,0,0,2021-07-17,Card Expired
1021,4079623190392476,KASHISH SARRAF,Debit,RuPay,2023-03-30,2026-03-30,Expired,100000,0,0,2023-03-30,Card Expired
380,4818534433118279,JOSHUA BUMB,Credit,Visa,2022-03-03,2025-03-03,Expired,50000,0,1,2022-03-03,Card Expired
586,4537562977912433,KRITIKA MADAN,Virtual,Visa,2021-04-04,2025-04-04,Expired,10000,0,0,2021-04-04,Card Expired
1098,4336323410444799,DAYITA PATIL,Debit,Visa,2024-11-27,2029-11-27,Blocked,25000,1,1,2024-11-27,Customer Request
353,4839464738633941,RACHITA MODI,Credit,Visa,2024-11-21,2029-11-21,Active,150000,0,1,2024-11-21,
1420,4000959986668226,RAJATA MANE,Debit,Visa,2024-08-11,2027-08-11,Hotlisted,200000,1,1,2024-08-11,Security Risk
570,4073560511618366,RUDRA BHAGAT,Debit,Mastercard,2024-04-25,2029-04-25,Active,200000,0,1,2024-04-25,
749,4844738029027107,QARIN SEM,Debit,Visa,2022-05-16,2027-05-16,Active,50000,0,1,2022-05-16,
769,4996801650445757,LOPA GOEL,Credit,RuPay,2022-03-11,2025-03-11,Expired,100000,0,1,2022-03-11,Card Expired
1036,4530971174294289,SATHVIK PALAN,Virtual,Visa,2021-04-17,2024-04-17,Expired,25000,0,1,2021-04-17,Card Expired
1082,4625265612818900,UNNI KARNIK,Debit,RuPay,2021-03-27,2024-03-27,Expired,200000,0,1,2021-03-27,Card Expired
964,4202249423016900,WISHI KANDA,Debit,RuPay,2023-11-03,2028-11-03,Active,150000,0,0,2023-11-03,
659,4537702852325676,VIVAAN LALL,Debit,Visa,2023-07-23,2026-07-23,Expired,100000,0,1,2023-07-23,Card Expired
339,4894814647878895,SAMARTH HAYRE,Debit,Visa,2021-08-05,2026-08-05,Expired,200000,0,1,2021-08-05,Card Expired
1363,4280121731108136,GIRIK NAGY,Debit,Visa,2021-12-20,2025-12-20,Expired,75000,1,0,2021-12-20,Card Expired
1363,4673177636426619,GAURI OM,Credit,RuPay,2026-02-15,2030-02-15,Active,100000,0,1,2026-02-15,
939,4480381755943678,KALA SARAN,Debit,RuPay,2023-04-15,2026-04-15,Expired,150000,0,1,2023-04-15,Card Expired
1082,4540950453189691,YASHAWINI GANESAN,Debit,Mastercard,2025-04-14,2029-04-14,Active,100000,0,1,2025-04-14,
1148,4983470531996830,DIYA CHANDER,Debit,Mastercard,2025-02-24,2028-02-24,Active,150000,0,1,2025-02-24,
538,4274140144013988,YASHVI SUBRAMANIAM,Debit,RuPay,2022-06-17,2025-06-17,Expired,100000,0,1,2022-06-17,Card Expired
1303,4898610284941420,RADHIKA ANDRA,Virtual,RuPay,2022-10-12,2027-10-12,Active,25000,1,1,2022-10-12,
1319,4454783227566428,AMRUTA SRINIVASAN,Credit,RuPay,2024-10-06,2029-10-06,Hotlisted,100000,0,1,2024-10-06,Fraud Suspected
349,4458512016387149,BALJIWAN JOHAL,Debit,RuPay,2024-12-02,2029-12-02,Active,25000,0,0,2024-12-02,
1388,4459576026374719,LUKE AURORA,Debit,RuPay,2025-07-30,2029-07-30,Active,100000,0,1,2025-07-30,
782,4663952453367830,ZILMIL PILLAI,Credit,Visa,2022-09-20,2026-09-20,Active,100000,0,1,2022-09-20,
836,4204870280329339,BHAVNA JOHAL,Debit,RuPay,2022-02-19,2027-02-19,Active,25000,1,1,2022-02-19,
235,4887127178733281,BALVEER NAGAR,Virtual,Visa,2022-03-29,2027-03-29,Active,100000,0,1,2022-03-29,
362,4968559230722018,TRIYA RAM,Debit,Visa,2024-06-05,2027-06-05,Blocked,50000,0,1,2024-06-05,Suspicious Activity
169,4543259082424061,EDHITHA KRISHNAN,Debit,RuPay,2021-01-27,2024-01-27,Expired,50000,1,1,2021-01-27,Card Expired
1451,4896781677231806,ABHA ACHARYA,Credit,Visa,2024-08-29,2029-08-29,Active,200000,0,1,2024-08-29,
794,4706519960932816,SARTHAK CHAUDHRY,Virtual,Visa,2021-08-23,2026-08-23,Blocked,50000,0,0,2021-08-23,Security Concern
1089,4813727325145150,TEJAS WALIA,Credit,Visa,2026-06-15,2030-06-15,Active,200000,0,1,2026-06-15,
66,4232716259615043,VYANJANA DESAI,Credit,RuPay,2026-02-21,2030-02-21,Hotlisted,100000,0,0,2026-02-21,Fraud Suspected
242,4460728159773203,DEVIKA KATA,Virtual,Visa,2026-03-29,2030-03-29,Active,10000,1,1,2026-03-29,
1069,4500112140252369,WRIDDHISH ISSAC,Debit,RuPay,2021-03-10,2025-03-10,Expired,150000,1,1,2021-03-10,Card Expired
1386,4360161081439153,AAHANA OAK,Debit,RuPay,2023-03-20,2026-03-20,Expired,25000,0,0,2023-03-20,Card Expired
1343,4159198774356601,JALSA SONI,Debit,Mastercard,2024-10-17,2028-10-17,Expired,200000,1,1,2024-10-17,Card Expired
186,4265380539319818,SAANVI GULATI,Debit,Visa,2021-06-18,2025-06-18,Expired,75000,0,1,2021-06-18,Card Expired
594,4866539846903239,JONATHAN KRISHNAN,Debit,Visa,2024-02-05,2027-02-05,Active,50000,0,1,2024-02-05,
1133,4431765373029591,ARUNIMA SINGHAL,Debit,Mastercard,2023-08-21,2028-08-21,Inactive,100000,1,1,2023-08-21,
1383,4493685319631075,DAMINI NATH,Credit,Visa,2025-10-08,2028-10-08,Hotlisted,500000,0,1,2025-10-08,Card Reported Stolen
607,4043928046989648,DAYITA MUKHOPADHYAY,Credit,Visa,2021-09-26,2025-09-26,Expired,50000,0,1,2021-09-26,Card Expired
1310,4215911071907006,AADHYA RAJ,Debit,Visa,2023-02-05,2027-02-05,Active,100000,0,1,2023-02-05,
1166,4195359424311896,AYUSH LAD,Credit,Visa,2023-07-23,2026-07-23,Expired,500000,0,1,2023-07-23,Card Expired
529,4643411186652944,VANSHA BASU,Debit,RuPay,2023-11-24,2028-11-24,Hotlisted,150000,1,1,2023-11-24,Card Reported Stolen
1450,4207436893225650,PALLAVI RAJ,Debit,RuPay,2021-03-02,2024-03-02,Expired,25000,0,1,2021-03-02,Card Expired
1207,4837986747858583,MUGDHA MANDER,Debit,Visa,2023-05-28,2027-05-28,Active,25000,1,1,2023-05-28,
107,4404340388189274,KRISHA MAJUMDAR,Debit,Visa,2021-03-16,2024-03-16,Expired,50000,0,1,2021-03-16,Card Expired
272,4324569130423515,LUKE SAVANT,Credit,Visa,2023-01-07,2027-01-07,Active,200000,1,1,2023-01-07,
793,4908465447478846,EKTA MANE,Virtual,RuPay,2021-06-24,2025-06-24,Expired,25000,1,1,2021-06-24,Card Expired
798,4218431048137269,IMARAN RAJAGOPAL,Debit,RuPay,2022-01-04,2027-01-04,Active,75000,1,1,2022-01-04,
1466,4023315179688727,BANJEET VENKATESH,Debit,Visa,2024-04-09,2027-04-09,Active,200000,0,1,2024-04-09,
349,4259167675111926,BENJAMIN RANGANATHAN,Debit,RuPay,2021-01-18,2026-01-18,Expired,75000,0,1,2021-01-18,Card Expired
1255,4940584442484579,NIHAL ZACHARIAH,Debit,RuPay,2022-09-19,2027-09-19,Active,25000,0,1,2022-09-19,
1382,4958713916469273,PALLAVI DASS,Credit,Mastercard,2023-07-02,2027-07-02,Active,200000,1,0,2023-07-02,
408,4316311326768936,DAYITA CHOUDHURY,Debit,Mastercard,2024-05-04,2027-05-04,Inactive,50000,1,1,2024-05-04,
1146,4489994775532145,EKAVIR DAVE,Debit,Mastercard,2025-10-21,2030-10-21,Active,25000,0,1,2025-10-21,
208,4840243644941705,AMARA BHAKTA,Debit,RuPay,2023-02-25,2027-02-25,Active,200000,0,1,2023-02-25,
389,4606218681069731,LUKE KANDA,Debit,Visa,2024-06-03,2028-06-03,Active,200000,0,1,2024-06-03,
732,4029452594151889,PANINI MANN,Debit,Visa,2024-01-07,2028-01-07,Inactive,200000,0,1,2024-01-07,
567,4600908598776437,OMYA DEY,Debit,Mastercard,2024-03-06,2027-03-06,Active,100000,1,1,2024-03-06,
666,4258910816405517,VAMAKSHI RAMAKRISHNAN,Debit,RuPay,2024-09-22,2027-09-22,Active,100000,0,1,2024-09-22,
461,4783869142447972,EKIYA RAM,Debit,RuPay,2025-07-26,2030-07-26,Active,100000,0,1,2025-07-26,
1072,4695770178449340,VRISHTI SODHI,Virtual,RuPay,2024-07-23,2029-07-23,Active,10000,0,1,2024-07-23,
161,4406737578606619,ZINAL SAHNI,Debit,Visa,2021-02-23,2026-02-23,Expired,25000,1,1,2021-02-23,Card Expired
759,4965887260987561,AMAIRA RAMESH,Prepaid,Visa,2021-04-29,2025-04-29,Expired,25000,0,0,2021-04-29,Card Expired
1426,4642258710451710,FIYAZ SAGAR,Debit,RuPay,2023-04-18,2026-04-18,Expired,100000,0,1,2023-04-18,Card Expired
791,4716668526704792,ONKAR SANE,Debit,Visa,2025-05-02,2030-05-02,Active,75000,0,1,2025-05-02,
990,4074557232613099,ISHANVI RAMACHANDRAN,Debit,RuPay,2022-05-07,2027-05-07,Active,75000,0,1,2022-05-07,
207,4461541991793572,ANIRUDH BORRA,Debit,Visa,2022-04-09,2025-04-09,Expired,150000,1,1,2022-04-09,Card Expired
923,4271399132543947,ANSH CHAR,Debit,RuPay,2025-04-14,2029-04-14,Active,75000,0,1,2025-04-14,
556,4022157081839082,QARIN DATTA,Credit,RuPay,2023-10-08,2028-10-08,Active,50000,0,1,2023-10-08,
741,4303139994248105,AADI GOLA,Debit,RuPay,2022-07-02,2027-07-02,Expired,25000,1,1,2022-07-02,Card Expired
706,4841435228574639,VINAYA GULATI,Debit,Visa,2023-07-19,2027-07-19,Active,100000,0,0,2023-07-19,
653,4442546057745380,QABIL WARRIOR,Debit,Visa,2024-02-10,2027-02-10,Active,200000,0,1,2024-02-10,
1147,4356488947416390,AZAAN PURI,Debit,Mastercard,2024-08-14,2029-08-14,Active,100000,0,1,2024-08-14,
387,4923350090685654,ROHAN BALA,Prepaid,RuPay,2024-05-12,2027-05-12,Active,50000,0,1,2024-05-12,
698,4232130240304077,PRISHA HAYER,Debit,RuPay,2025-01-11,2028-01-11,Active,75000,0,0,2025-01-11,
160,4327307956796108,JACK MITTAL,Virtual,RuPay,2023-08-09,2026-08-09,Expired,10000,0,1,2023-08-09,Card Expired
551,4008772239581388,KRISHNA VAIDYA,Debit,Visa,2026-02-18,2029-02-18,Inactive,100000,0,1,2026-02-18,
294,4485394247847734,BALVAN MISTRY,Debit,Visa,2021-10-01,2026-10-01,Active,50000,0,1,2021-10-01,
516,4424248355203663,WAZIR LOYAL,Debit,Visa,2023-02-07,2028-02-07,Active,150000,0,0,2023-02-07,
61,4930264419663148,AASHI DESAI,Debit,Mastercard,2023-05-14,2028-05-14,Active,25000,0,1,2023-05-14,
1407,4946690720879194,JANAKI D’ALIA,Debit,RuPay,2023-08-29,2028-08-29,Active,150000,0,1,2023-08-29,
414,4070158468527587,ABHA SHENOY,Credit,Visa,2025-08-20,2029-08-20,Active,50000,0,0,2025-08-20,
188,4603503116091135,HITESH RANDHAWA,Debit,RuPay,2022-10-16,2025-10-16,Expired,200000,1,0,2022-10-16,Card Expired
325,4307707689598348,EKANTA RATTAN,Debit,Mastercard,2025-03-04,2030-03-04,Inactive,200000,0,1,2025-03-04,
246,4856499983977354,ANAY MODI,Debit,Visa,2022-04-04,2027-04-04,Active,100000,0,1,2022-04-04,
428,4128472373986545,AVI NAGAR,Debit,Visa,2024-12-12,2027-12-12,Active,75000,0,1,2024-12-12,
813,4083595974064706,LOGAN ANAND,Debit,Visa,2021-09-29,2026-09-29,Inactive,25000,0,1,2021-09-29,
320,4658692487268305,OMAJA HAYRE,Debit,Visa,2024-12-23,2029-12-23,Hotlisted,50000,1,1,2024-12-23,Card Reported Stolen
1373,4274405735268615,POOJA LAL,Debit,Mastercard,2022-12-11,2027-12-11,Active,50000,1,1,2022-12-11,
644,4906870368427388,OLIVER NATT,Debit,Mastercard,2024-04-17,2029-04-17,Active,100000,0,0,2024-04-17,
543,4712307919709693,AARUSH LALLA,Debit,Visa,2026-01-25,2030-01-25,Active,50000,0,1,2026-01-25,
1360,4133358413094677,PUSHTI DUBEY,Debit,Visa,2024-12-15,2028-12-15,Active,200000,0,1,2024-12-15,
1108,4566478189502428,NIRJA SUBRAMANIAM,Debit,Visa,2022-08-07,2027-08-07,Blocked,150000,0,1,2022-08-07,Fraud Suspected
1410,4314179533812597,FARIS RAMA,Debit,RuPay,2026-05-11,2029-05-11,Active,150000,1,1,2026-05-11,
211,4393941690757847,SHIVANSH KIBE,Debit,Visa,2024-11-30,2029-11-30,Active,75000,0,1,2024-11-30,
990,4514104862254646,PUSHTI BHATTACHARYYA,Debit,Visa,2026-04-04,2029-04-04,Active,100000,0,1,2026-04-04,
869,4997799578722479,ZARNA VARTY,Prepaid,Mastercard,2026-06-08,2029-06-08,Active,50000,1,1,2026-06-08,
443,4575529490195974,MADHAVI CHOWDHURY,Credit,Mastercard,2023-12-01,2028-12-01,Expired,500000,0,1,2023-12-01,Card Expired
631,4958848412823137,CHAMAN RAMACHANDRAN,Credit,Mastercard,2025-09-29,2030-09-29,Active,100000,0,1,2025-09-29,
543,4110926842251066,ISHANVI NARANG,Debit,Visa,2021-05-08,2026-05-08,Expired,200000,0,0,2021-05-08,Card Expired
864,4714949210465280,EKARAJ MANGAT,Virtual,Visa,2023-08-18,2027-08-18,Active,10000,0,1,2023-08-18,
1140,4500936782965241,URVI SARMA,Debit,Visa,2021-07-09,2025-07-09,Expired,100000,0,0,2021-07-09,Card Expired
1180,4389552073628478,CHATURA SALVI,Credit,RuPay,2022-09-19,2027-09-19,Active,300000,0,1,2022-09-19,
283,4149701588359819,HEMANGINI RANA,Credit,RuPay,2024-03-26,2029-03-26,Active,500000,0,1,2024-03-26,
697,4851726544088658,EKANSH MANNAN,Prepaid,Mastercard,2024-04-12,2028-04-12,Active,25000,0,1,2024-04-12,
